city,year,grid_x,grid_y,grid_id,business_count,occupied_count,vacant_count,known_occupation_count,unknown_occupation_count,vacancy_rate,business_diversity,rateable_value_total,rateable_value_median,floor_area_total
Birmingham,2016,406250,279750,Birmingham_406250_279750,9,6,0,6,3,0.0,-0.0,22800.0,2450.0,644.1
Birmingham,2016,406250,280500,Birmingham_406250_280500,1,1,0,1,0,0.0,-0.0,1925.0,1925.0,35.6
Birmingham,2016,406250,280750,Birmingham_406250_280750,7,5,0,5,2,0.0,-0.0,43250.0,5000.0,644.2800000000001
Birmingham,2016,406250,281000,Birmingham_406250_281000,32,20,1,21,11,0.047619047619047616,0.4141240568744845,239100.0,5500.0,2860.8599999999997
Birmingham,2016,406250,281250,Birmingham_406250_281250,1,1,0,1,0,0.0,-0.0,7100.0,7100.0,262.4
Birmingham,2016,406250,282000,Birmingham_406250_282000,10,5,1,6,4,0.16666666666666666,0.3250829733914482,62925.0,3950.0,1120.75
Birmingham,2016,406250,284000,Birmingham_406250_284000,1,0,0,0,1,,-0.0,194000.0,194000.0,1391.59
Birmingham,2016,406250,284250,Birmingham_406250_284250,9,6,0,6,3,0.0,0.5297061990576545,54600.0,5200.0,579.8499999999999
Birmingham,2016,406250,284750,Birmingham_406250_284750,1,1,0,1,0,0.0,-0.0,4350.0,4350.0,58.9
Birmingham,2016,406250,285250,Birmingham_406250_285250,2,0,0,0,2,,-0.0,101000.0,101000.0,1235.01
Birmingham,2016,406250,285750,Birmingham_406250_285750,1,1,0,1,0,0.0,-0.0,20750.0,20750.0,239.61
Birmingham,2016,406250,286000,Birmingham_406250_286000,3,2,0,2,1,0.0,-0.0,72000.0,36000.0,776.4
Birmingham,2016,406250,286250,Birmingham_406250_286250,88,28,2,30,58,0.06666666666666667,0.6069636115082722,2311400.0,32250.0,20583.86
Birmingham,2016,406250,286500,Birmingham_406250_286500,5,2,0,2,3,0.0,0.6730116670092565,139000.0,23500.0,425.59000000000003
Birmingham,2016,406250,286750,Birmingham_406250_286750,31,0,1,1,30,1.0,0.5710227109429162,10000.0,10000.0,3439.6800000000003
Birmingham,2016,406250,287000,Birmingham_406250_287000,10,7,0,7,3,0.0,0.5004024235381879,320750.0,44750.0,791.4
Birmingham,2016,406250,287250,Birmingham_406250_287250,17,11,2,13,4,0.15384615384615385,0.649248354870898,231900.0,9500.0,2578.73
Birmingham,2016,406250,287500,Birmingham_406250_287500,27,15,0,15,12,0.0,0.6298309121390556,114385.0,4800.0,2488.8299999999995
Birmingham,2016,406250,287750,Birmingham_406250_287750,47,19,8,27,20,0.2962962962962963,0.7523072249169662,402125.0,6450.0,9238.24
Birmingham,2016,406250,288000,Birmingham_406250_288000,19,10,0,10,9,0.0,0.8785250991271565,204650.0,9200.0,9240.74
Birmingham,2016,406250,289000,Birmingham_406250_289000,4,2,0,2,2,0.0,0.5623351446188083,10300.0,2300.0,203.51
Birmingham,2016,406250,289250,Birmingham_406250_289250,63,33,1,34,29,0.029411764705882353,0.16276479441419955,293525.0,5700.0,11341.449999999999
Birmingham,2016,406250,289500,Birmingham_406250_289500,2,0,0,0,2,,0.6931471805599453,50425.0,25212.5,313.57
Birmingham,2016,406250,289750,Birmingham_406250_289750,3,2,0,2,1,0.0,0.6365141682948128,18925.0,6500.0,175.8
Birmingham,2016,406250,290000,Birmingham_406250_290000,11,8,0,8,3,0.0,-0.0,35250.0,2500.0,1005.1999999999999
Birmingham,2016,406250,290750,Birmingham_406250_290750,1,1,0,1,0,0.0,-0.0,13250.0,13250.0,732.97
Birmingham,2016,406250,291000,Birmingham_406250_291000,1,1,0,1,0,0.0,-0.0,9000.0,9000.0,
Birmingham,2016,406250,293000,Birmingham_406250_293000,13,8,0,8,5,0.0,0.5402041423888608,49600.0,4750.0,1142.0
Birmingham,2016,406250,294750,Birmingham_406250_294750,5,4,1,5,0,0.2,0.5004024235381879,17325.0,3300.0,569.7
Birmingham,2016,406500,280250,Birmingham_406500_280250,2,0,0,0,2,,-0.0,,,
Birmingham,2016,406500,285000,Birmingham_406500_285000,4,4,0,4,0,0.0,-0.0,19700.0,6900.0,591.7
Birmingham,2016,406500,285250,Birmingham_406500_285250,2,2,0,2,0,0.0,-0.0,7550.0,3775.0,129.3
Birmingham,2016,406500,286000,Birmingham_406500_286000,11,7,0,7,4,0.0,0.9164648855394713,62540.0,4125.0,2459.5
Birmingham,2016,406500,286250,Birmingham_406500_286250,12,9,0,9,3,0.0,1.0397207708399179,1073950.0,41875.0,7431.28
Birmingham,2016,406500,286500,Birmingham_406500_286500,29,10,1,11,18,0.09090909090909091,0.14999492361041503,585400.0,22250.0,3175.34
Birmingham,2016,406500,286750,Birmingham_406500_286750,13,3,3,6,7,0.5,0.6901856760188042,228850.0,16375.0,1980.02
Birmingham,2016,406500,287000,Birmingham_406500_287000,67,30,9,39,28,0.23076923076923078,0.5960062534916691,597075.0,1837.5,5399.82
Birmingham,2016,406500,287250,Birmingham_406500_287250,14,7,1,8,6,0.125,0.8304717124362917,302200.0,23250.0,1196.81
Birmingham,2016,406500,287500,Birmingham_406500_287500,25,14,3,17,8,0.17647058823529413,0.703843328477728,169850.0,7300.0,4715.51
Birmingham,2016,406500,287750,Birmingham_406500_287750,2,0,0,0,2,,-0.0,2900.0,2900.0,382.32
Birmingham,2016,406500,288000,Birmingham_406500_288000,14,5,0,5,9,0.0,0.509137344082687,53050.0,4200.0,1157.0
Birmingham,2016,406500,288750,Birmingham_406500_288750,11,3,3,6,5,0.5,-0.0,30750.0,2750.0,780.18
Birmingham,2016,406500,289000,Birmingham_406500_289000,1,0,0,0,1,,-0.0,10000.0,10000.0,
Birmingham,2016,406500,289250,Birmingham_406500_289250,33,18,1,19,14,0.05263157894736842,0.30463609734923813,144025.0,3900.0,4937.57
Birmingham,2016,406500,289500,Birmingham_406500_289500,5,3,0,3,2,0.0,-0.0,27275.0,6300.0,745.47
Birmingham,2016,406500,289750,Birmingham_406500_289750,21,13,0,13,8,0.0,0.3805062184775959,143000.0,6400.0,2518.6800000000003
Birmingham,2016,406500,290750,Birmingham_406500_290750,35,17,0,17,18,0.0,0.3470668257548097,170925.0,4300.0,3755.8299999999995
Birmingham,2016,406500,291000,Birmingham_406500_291000,115,42,1,43,72,0.023255813953488372,0.24103132058076904,1132925.0,6000.0,5601.73
Birmingham,2016,406500,291750,Birmingham_406500_291750,11,9,0,9,2,0.0,0.30463609734923813,139850.0,6800.0,1235.38
Birmingham,2016,406500,293000,Birmingham_406500_293000,9,7,0,7,2,0.0,0.5297061990576545,152050.0,3700.0,600.52
Birmingham,2016,406500,293250,Birmingham_406500_293250,6,6,0,6,0,0.0,-0.0,25050.0,4175.0,320.7
Birmingham,2016,406500,293750,Birmingham_406500_293750,9,4,0,4,5,0.0,-0.0,24800.0,3925.0,543.79
Birmingham,2016,406500,294000,Birmingham_406500_294000,5,3,0,3,2,0.0,-0.0,24050.0,4850.0,558.6500000000001
Birmingham,2016,406500,295000,Birmingham_406500_295000,4,4,0,4,0,0.0,-0.0,16400.0,4050.0,245.82999999999998
Birmingham,2016,406750,278500,Birmingham_406750_278500,8,6,0,6,2,0.0,0.37677016125643675,25125.0,3175.0,1140.8999999999999
Birmingham,2016,406750,279500,Birmingham_406750_279500,4,2,0,2,2,0.0,0.5623351446188083,23600.0,8600.0,602.4
Birmingham,2016,406750,280000,Birmingham_406750_280000,8,8,0,8,0,0.0,-0.0,30400.0,3825.0,481.05
Birmingham,2016,406750,281000,Birmingham_406750_281000,2,2,0,2,0,0.0,0.6931471805599453,82550.0,41275.0,74.0
Birmingham,2016,406750,281750,Birmingham_406750_281750,6,4,0,4,2,0.0,-0.0,20375.0,1775.0,451.1
Birmingham,2016,406750,285000,Birmingham_406750_285000,5,4,0,4,1,0.0,-0.0,28000.0,6750.0,542.29
Birmingham,2016,406750,285500,Birmingham_406750_285500,1,1,0,1,0,0.0,-0.0,249000.0,249000.0,4520.45
Birmingham,2016,406750,285750,Birmingham_406750_285750,33,10,2,12,21,0.16666666666666666,0.7733057755573662,54800.0,3725.0,10976.55
Birmingham,2016,406750,286000,Birmingham_406750_286000,36,18,4,22,14,0.18181818181818182,1.0471745538422783,338650.0,12750.0,7987.230000000001
Birmingham,2016,406750,286250,Birmingham_406750_286250,78,39,4,43,35,0.09302325581395349,0.8290757796482326,1681775.0,12000.0,16997.75
Birmingham,2016,406750,286500,Birmingham_406750_286500,220,45,5,50,170,0.1,0.5284053712855556,7903150.0,34000.0,64941.92999999999
Birmingham,2016,406750,286750,Birmingham_406750_286750,208,105,9,114,94,0.07894736842105263,0.6597865927393364,10184900.0,35750.0,41061.86
Birmingham,2016,406750,287000,Birmingham_406750_287000,50,17,7,24,26,0.2916666666666667,0.7641870673072082,1530680.0,29750.0,12757.220000000003
Birmingham,2016,406750,287250,Birmingham_406750_287250,9,5,0,5,4,0.0,0.34883209584303193,99800.0,9650.0,900.14
Birmingham,2016,406750,287500,Birmingham_406750_287500,11,5,1,6,5,0.16666666666666666,0.7595473914748635,101250.0,5500.0,2763.4300000000003
Birmingham,2016,406750,287750,Birmingham_406750_287750,10,4,0,4,6,0.0,0.3250829733914482,39300.0,4225.0,1338.42
Birmingham,2016,406750,288000,Birmingham_406750_288000,5,4,1,5,0,0.2,0.6730116670092565,14700.0,2075.0,194.4
Birmingham,2016,406750,288250,Birmingham_406750_288250,2,1,0,1,1,0.0,-0.0,12900.0,6450.0,239.1
Birmingham,2016,406750,288500,Birmingham_406750_288500,2,1,0,1,1,0.0,-0.0,7100.0,3550.0,86.80000000000001
Birmingham,2016,406750,289250,Birmingham_406750_289250,16,6,1,7,9,0.14285714285714285,0.46341355882643,47235.0,3400.0,2793.4
Birmingham,2016,406750,289500,Birmingham_406750_289500,25,18,0,18,7,0.0,0.167944147734173,94475.0,4150.0,2926.8500000000004
Birmingham,2016,406750,289750,Birmingham_406750_289750,1,0,0,0,1,,-0.0,10000.0,10000.0,45.8
Birmingham,2016,406750,290500,Birmingham_406750_290500,21,9,0,9,12,0.0,0.5010469137590966,169900.0,6050.0,4624.469999999999
Birmingham,2016,406750,290750,Birmingham_406750_290750,36,24,2,26,10,0.07692307692307693,0.40294135786694235,160325.0,3750.0,2726.9199999999996
Birmingham,2016,406750,291250,Birmingham_406750_291250,62,31,4,35,27,0.11428571428571428,0.7160029438071991,6383025.0,82000.0,46447.009999999995
Birmingham,2016,406750,293500,Birmingham_406750_293500,3,1,0,1,2,0.0,-0.0,8400.0,8400.0,95.4
Birmingham,2016,406750,294500,Birmingham_406750_294500,2,2,0,2,0,0.0,-0.0,10150.0,5075.0,158.43
Birmingham,2016,406750,294750,Birmingham_406750_294750,4,1,0,1,3,0.0,-0.0,3100.0,3100.0,676.7
Birmingham,2016,407000,278250,Birmingham_407000_278250,1,1,0,1,0,0.0,-0.0,3250.0,3250.0,59.2
Birmingham,2016,407000,279000,Birmingham_407000_279000,1,1,0,1,0,0.0,-0.0,3000.0,3000.0,115.0
Birmingham,2016,407000,281250,Birmingham_407000_281250,1,1,0,1,0,0.0,-0.0,3200.0,3200.0,41.3
Birmingham,2016,407000,281500,Birmingham_407000_281500,3,3,0,3,0,0.0,0.6365141682948128,35075.0,9600.0,374.85
Birmingham,2016,407000,281750,Birmingham_407000_281750,18,12,0,12,6,0.0,0.34883209584303193,97050.0,5275.0,3556.1299999999997
Birmingham,2016,407000,282000,Birmingham_407000_282000,2,2,0,2,0,0.0,-0.0,9950.0,4975.0,120.16999999999999
Birmingham,2016,407000,284000,Birmingham_407000_284000,1,0,0,0,1,,-0.0,,,47.3
Birmingham,2016,407000,284250,Birmingham_407000_284250,24,12,2,14,10,0.14285714285714285,-0.0,84570.0,3200.0,2174.69
Birmingham,2016,407000,284500,Birmingham_407000_284500,5,1,0,1,4,0.0,-0.0,19500.0,3150.0,330.20000000000005
Birmingham,2016,407000,285500,Birmingham_407000_285500,2,1,0,1,1,0.0,-0.0,3600.0,3600.0,137.1
Birmingham,2016,407000,285750,Birmingham_407000_285750,11,3,1,4,7,0.25,0.6554817739013927,62600.0,10250.0,1344.79
Birmingham,2016,407000,286000,Birmingham_407000_286000,40,16,3,19,21,0.15789473684210525,0.6108643020548935,607900.0,18000.0,4197.14
Birmingham,2016,407000,286250,Birmingham_407000_286250,92,46,6,52,40,0.11538461538461539,0.7455134001124886,3191350.0,18000.0,15830.470000000001
Birmingham,2016,407000,286500,Birmingham_407000_286500,314,155,14,169,145,0.08284023668639054,0.5009269492225394,34571958.0,88000.0,106167.92
Birmingham,2016,407000,286750,Birmingham_407000_286750,184,70,15,85,99,0.17647058823529413,0.7858876624438204,19662401.0,70000.0,131325.53
Birmingham,2016,407000,287000,Birmingham_407000_287000,121,56,7,63,58,0.1111111111111111,0.41434702873297663,4477695.0,19250.0,66761.64
Birmingham,2016,407000,287250,Birmingham_407000_287250,14,6,0,6,8,0.0,0.5195798391305154,149500.0,6600.0,1405.38
Birmingham,2016,407000,287500,Birmingham_407000_287500,6,3,0,3,3,0.0,0.6365141682948128,43035.0,5950.0,416.29999999999995
Birmingham,2016,407000,287750,Birmingham_407000_287750,7,4,0,4,3,0.0,0.9556998911125343,77700.0,11250.0,2989.8899999999994
Birmingham,2016,407000,288000,Birmingham_407000_288000,17,7,3,10,7,0.3,0.9560443809671457,76020.0,2150.0,4361.98
Birmingham,2016,407000,288250,Birmingham_407000_288250,2,0,0,0,2,,0.6931471805599453,90000.0,90000.0,2438.5299999999997
Birmingham,2016,407000,288500,Birmingham_407000_288500,2,2,0,2,0,0.0,-0.0,9400.0,4700.0,107.5
Birmingham,2016,407000,288750,Birmingham_407000_288750,20,6,3,9,11,0.3333333333333333,0.39439769144744274,275850.0,5700.0,4265.91
Birmingham,2016,407000,289000,Birmingham_407000_289000,2,0,0,0,2,,-0.0,1375.0,1375.0,276.3
Birmingham,2016,407000,289250,Birmingham_407000_289250,7,7,0,7,0,0.0,-0.0,23600.0,2800.0,508.20000000000005
Birmingham,2016,407000,289500,Birmingham_407000_289500,1,1,0,1,0,0.0,-0.0,11000.0,11000.0,148.6
Birmingham,2016,407000,289750,Birmingham_407000_289750,5,2,0,2,3,0.0,-0.0,20750.0,4400.0,441.63
Birmingham,2016,407000,290000,Birmingham_407000_290000,1,1,0,1,0,0.0,-0.0,3900.0,3900.0,76.1
Birmingham,2016,407000,290750,Birmingham_407000_290750,1,0,1,1,0,1.0,-0.0,20250.0,20250.0,
Birmingham,2016,407000,291000,Birmingham_407000_291000,1,0,0,0,1,,-0.0,11500.0,11500.0,192.2
Birmingham,2016,407000,291250,Birmingham_407000_291250,3,2,0,2,1,0.0,0.6365141682948128,16100.0,8050.0,416.75
Birmingham,2016,407000,291500,Birmingham_407000_291500,1,1,0,1,0,0.0,-0.0,8300.0,8300.0,138.0
Birmingham,2016,407000,291750,Birmingham_407000_291750,2,1,0,1,1,0.0,-0.0,8200.0,8200.0,1939.1699999999998
Birmingham,2016,407000,292000,Birmingham_407000_292000,9,4,0,4,5,0.0,1.0608569471580214,192800.0,3500.0,6910.5
Birmingham,2016,407000,292500,Birmingham_407000_292500,2,0,1,1,1,1.0,-0.0,60000.0,60000.0,925.25
Birmingham,2016,407000,292750,Birmingham_407000_292750,4,2,0,2,2,0.0,1.0397207708399179,9810.0,2600.0,166.72
Birmingham,2016,407000,293250,Birmingham_407000_293250,10,6,0,6,4,0.0,0.3250829733914482,38850.0,3875.0,537.47
Birmingham,2016,407000,293500,Birmingham_407000_293500,1,1,0,1,0,0.0,-0.0,60000.0,60000.0,
Birmingham,2016,407000,293750,Birmingham_407000_293750,4,3,0,3,1,0.0,0.5623351446188083,12700.0,3225.0,179.26999999999998
Birmingham,2016,407000,294000,Birmingham_407000_294000,1,0,0,0,1,,-0.0,6100.0,6100.0,105.8
Birmingham,2016,407000,294500,Birmingham_407000_294500,3,2,0,2,1,0.0,-0.0,8500.0,2650.0,159.3
Birmingham,2016,407000,294750,Birmingham_407000_294750,6,3,0,3,3,0.0,0.8675632284814612,46880.0,6200.0,568.8000000000001
Birmingham,2016,407000,295750,Birmingham_407000_295750,7,6,0,6,1,0.0,-0.0,35300.0,4300.0,1077.17
Birmingham,2016,407250,278500,Birmingham_407250_278500,1,1,0,1,0,0.0,-0.0,3550.0,3550.0,59.5
Birmingham,2016,407250,278750,Birmingham_407250_278750,1,0,0,0,1,,-0.0,3900.0,3900.0,126.2
Birmingham,2016,407250,280250,Birmingham_407250_280250,23,16,0,16,7,0.0,0.559834325921902,275250.0,4400.0,4483.570000000001
Birmingham,2016,407250,280500,Birmingham_407250_280500,7,7,0,7,0,0.0,0.410116318288409,63450.0,4800.0,358.59999999999997
Birmingham,2016,407250,281000,Birmingham_407250_281000,1,1,0,1,0,0.0,-0.0,12750.0,12750.0,31.7
Birmingham,2016,407250,281250,Birmingham_407250_281250,16,9,1,10,6,0.1,0.37677016125643675,695000.0,13250.0,10881.96
Birmingham,2016,407250,281500,Birmingham_407250_281500,44,25,1,26,18,0.038461538461538464,0.6368356377023034,1301550.0,24375.0,7755.21
Birmingham,2016,407250,281750,Birmingham_407250_281750,122,59,3,62,60,0.04838709677419355,0.646208697965579,3337800.0,15500.0,26311.420000000002
Birmingham,2016,407250,282000,Birmingham_407250_282000,74,46,0,46,28,0.0,0.7813377741952763,1153200.0,9900.0,14128.51
Birmingham,2016,407250,283250,Birmingham_407250_283250,1,0,1,1,0,1.0,-0.0,1750.0,1750.0,32.7
Birmingham,2016,407250,284000,Birmingham_407250_284000,11,5,2,7,4,0.2857142857142857,0.47413931305783735,27225.0,4150.0,700.6
Birmingham,2016,407250,284250,Birmingham_407250_284250,17,11,1,12,5,0.08333333333333333,0.22371807606583377,59885.0,2900.0,1019.1499999999999
Birmingham,2016,407250,285250,Birmingham_407250_285250,23,14,0,14,9,0.0,0.46203690946645704,94800.0,4450.0,3914.23
Birmingham,2016,407250,285500,Birmingham_407250_285500,19,10,1,11,8,0.09090909090909091,1.045978165699395,233675.0,8600.0,5787.96
Birmingham,2016,407250,285750,Birmingham_407250_285750,15,6,2,8,7,0.25,0.8823109245150755,44350.0,4500.0,514.4000000000001
Birmingham,2016,407250,286000,Birmingham_407250_286000,13,6,1,7,6,0.14285714285714285,0.7902679680745903,80940.0,4800.0,4292.819999999999
Birmingham,2016,407250,286250,Birmingham_407250_286250,237,99,11,110,127,0.1,0.07594438014432091,1103068.0,3400.0,7771.23
Birmingham,2016,407250,286500,Birmingham_407250_286500,58,22,3,25,33,0.12,0.9392508347607454,9916500.0,104000.0,52410.76
Birmingham,2016,407250,286750,Birmingham_407250_286750,101,13,41,54,47,0.7592592592592593,0.5987513134888123,3996850.0,1000.0,37667.020000000004
Birmingham,2016,407250,287000,Birmingham_407250_287000,96,33,6,39,57,0.15384615384615385,0.6964201725173671,2556710.0,17250.0,45280.05
Birmingham,2016,407250,287250,Birmingham_407250_287250,42,26,7,33,9,0.21212121212121213,0.7322261769722849,500425.0,10500.0,5515.070000000001
Birmingham,2016,407250,287500,Birmingham_407250_287500,4,1,0,1,3,0.0,0.5623351446188083,27500.0,27500.0,594.19
Birmingham,2016,407250,287750,Birmingham_407250_287750,2,0,2,2,0,1.0,0.6931471805599453,51750.0,25875.0,373.83
Birmingham,2016,407250,288000,Birmingham_407250_288000,4,1,0,1,3,0.0,1.0397207708399179,596975.0,298487.5,4332.3
Birmingham,2016,407250,288250,Birmingham_407250_288250,1,0,0,0,1,,-0.0,,,1011.08
Birmingham,2016,407250,288500,Birmingham_407250_288500,9,3,1,4,5,0.25,-0.0,1050000.0,24250.0,2410.8900000000003
Birmingham,2016,407250,288750,Birmingham_407250_288750,2,2,0,2,0,0.0,0.6931471805599453,42350.0,21175.0,232.4
Birmingham,2016,407250,289000,Birmingham_407250_289000,1,1,0,1,0,0.0,-0.0,9000.0,9000.0,236.7
Birmingham,2016,407250,289250,Birmingham_407250_289250,2,1,0,1,1,0.0,-0.0,6500.0,6500.0,323.0
Birmingham,2016,407250,289500,Birmingham_407250_289500,8,6,0,6,2,0.0,-0.0,33250.0,3700.0,412.87
Birmingham,2016,407250,289750,Birmingham_407250_289750,30,19,0,19,11,0.0,0.1461447460085638,100850.0,4250.0,2512.9500000000003
Birmingham,2016,407250,290000,Birmingham_407250_290000,10,4,0,4,6,0.0,-0.0,40675.0,4675.0,1387.6700000000003
Birmingham,2016,407250,290250,Birmingham_407250_290250,6,6,0,6,0,0.0,-0.0,21100.0,2487.5,745.51
Birmingham,2016,407250,290500,Birmingham_407250_290500,5,3,0,3,2,0.0,0.5004024235381879,12000.0,2425.0,269.01
Birmingham,2016,407250,291250,Birmingham_407250_291250,1,1,0,1,0,0.0,-0.0,7000.0,7000.0,122.3
Birmingham,2016,407250,292000,Birmingham_407250_292000,1,0,0,0,1,,-0.0,610000.0,610000.0,6054.9
Birmingham,2016,407250,292250,Birmingham_407250_292250,2,2,0,2,0,0.0,-0.0,5400.0,2700.0,131.34
Birmingham,2016,407250,292500,Birmingham_407250_292500,4,2,1,3,1,0.3333333333333333,0.5623351446188083,195200.0,65000.0,7140.8
Birmingham,2016,407250,292750,Birmingham_407250_292750,3,2,0,2,1,0.0,-0.0,7800.0,2550.0,126.5
Birmingham,2016,407250,293000,Birmingham_407250_293000,3,2,0,2,1,0.0,0.6365141682948128,7390.0,3350.0,99.4
Birmingham,2016,407250,293250,Birmingham_407250_293250,3,2,0,2,1,0.0,-0.0,12250.0,3900.0,242.7
Birmingham,2016,407250,293500,Birmingham_407250_293500,3,0,0,0,3,,-0.0,6975.0,3487.5,262.78
Birmingham,2016,407250,294000,Birmingham_407250_294000,1,0,0,0,1,,-0.0,30000.0,30000.0,
Birmingham,2016,407250,295000,Birmingham_407250_295000,1,1,0,1,0,0.0,-0.0,4950.0,4950.0,89.2
Birmingham,2016,407250,295500,Birmingham_407250_295500,12,9,0,9,3,0.0,0.8239592165010823,39575.0,2850.0,1069.09
Birmingham,2016,407250,295750,Birmingham_407250_295750,1,1,0,1,0,0.0,-0.0,53000.0,53000.0,
Birmingham,2016,407500,278750,Birmingham_407500_278750,9,4,0,4,5,0.0,-0.0,26750.0,3450.0,1085.7
Birmingham,2016,407500,279500,Birmingham_407500_279500,1,1,0,1,0,0.0,-0.0,1000.0,1000.0,26.15
Birmingham,2016,407500,280250,Birmingham_407500_280250,1,1,0,1,0,0.0,-0.0,2550.0,2550.0,103.3
Birmingham,2016,407500,281000,Birmingham_407500_281000,3,2,0,2,1,0.0,-0.0,21900.0,3800.0,136.97
Birmingham,2016,407500,281250,Birmingham_407500_281250,3,1,1,2,1,0.5,-0.0,39750.0,9900.0,627.15
Birmingham,2016,407500,281500,Birmingham_407500_281500,5,2,2,4,1,0.5,0.5004024235381879,21850.0,4550.0,554.78
Birmingham,2016,407500,281750,Birmingham_407500_281750,20,11,1,12,8,0.08333333333333333,0.1985152433458726,142125.0,8100.0,1842.1499999999996
Birmingham,2016,407500,282000,Birmingham_407500_282000,10,8,0,8,2,0.0,0.639031859650177,44325.0,4250.0,675.26
Birmingham,2016,407500,282250,Birmingham_407500_282250,1,1,0,1,0,0.0,-0.0,3200.0,3200.0,64.2
Birmingham,2016,407500,282750,Birmingham_407500_282750,4,2,0,2,2,0.0,0.6931471805599453,87100.0,10500.0,296.98
Birmingham,2016,407500,283000,Birmingham_407500_283000,39,18,0,18,21,0.0,0.7748630698702919,646250.0,13750.0,4736.759999999999
Birmingham,2016,407500,283250,Birmingham_407500_283250,19,11,0,11,8,0.0,0.8539446982794194,345850.0,7100.0,6883.24
Birmingham,2016,407500,283500,Birmingham_407500_283500,5,3,0,3,2,0.0,0.6730116670092565,131950.0,5100.0,1773.1399999999999
Birmingham,2016,407500,283750,Birmingham_407500_283750,1,1,0,1,0,0.0,-0.0,2275.0,2275.0,78.5
Birmingham,2016,407500,284000,Birmingham_407500_284000,5,2,2,4,1,0.5,0.5004024235381879,15050.0,775.0,233.64000000000001
Birmingham,2016,407500,284250,Birmingham_407500_284250,3,2,0,2,1,0.0,0.6365141682948128,17700.0,4550.0,130.6
Birmingham,2016,407500,284500,Birmingham_407500_284500,1,0,0,0,1,,-0.0,8400.0,8400.0,165.9
Birmingham,2016,407500,285000,Birmingham_407500_285000,2,2,0,2,0,0.0,0.6931471805599453,14400.0,7200.0,215.67
Birmingham,2016,407500,285250,Birmingham_407500_285250,8,5,0,5,3,0.0,0.37677016125643675,23300.0,3950.0,519.5
Birmingham,2016,407500,285500,Birmingham_407500_285500,5,3,0,3,2,0.0,0.5004024235381879,18700.0,2450.0,431.2
Birmingham,2016,407500,285750,Birmingham_407500_285750,4,2,0,2,2,0.0,0.6931471805599453,38800.0,8600.0,1578.13
Birmingham,2016,407500,286000,Birmingham_407500_286000,5,1,1,2,3,0.5,0.9502705392332347,60600.0,6600.0,943.74
Birmingham,2016,407500,286250,Birmingham_407500_286250,38,15,2,17,21,0.11764705882352941,0.8246593237664703,384100.0,9350.0,7567.46
Birmingham,2016,407500,286500,Birmingham_407500_286500,10,2,1,3,7,0.3333333333333333,-0.0,74800.0,9275.0,2652.0199999999995
Birmingham,2016,407500,286750,Birmingham_407500_286750,10,3,1,4,6,0.25,0.6931471805599453,54750.0,7150.0,1268.36
Birmingham,2016,407500,287000,Birmingham_407500_287000,10,5,0,5,5,0.0,-0.0,162950.0,18125.0,1706.21
Birmingham,2016,407500,287500,Birmingham_407500_287500,15,2,2,4,11,0.5,0.39267446722755217,127750.0,33375.0,1844.4699999999998
Birmingham,2016,407500,287750,Birmingham_407500_287750,1,0,0,0,1,,-0.0,74000.0,74000.0,
Birmingham,2016,407500,288000,Birmingham_407500_288000,1,1,0,1,0,0.0,-0.0,3500.0,3500.0,96.2
Birmingham,2016,407500,288500,Birmingham_407500_288500,27,10,1,11,16,0.09090909090909091,-0.0,94150.0,2437.5,2962.6000000000004
Birmingham,2016,407500,288750,Birmingham_407500_288750,2,1,0,1,1,0.0,-0.0,4350.0,4350.0,206.4
Birmingham,2016,407500,289250,Birmingham_407500_289250,3,3,0,3,0,0.0,-0.0,14050.0,3550.0,308.79999999999995
Birmingham,2016,407500,289500,Birmingham_407500_289500,5,4,0,4,1,0.0,-0.0,10100.0,2650.0,588.5
Birmingham,2016,407500,289750,Birmingham_407500_289750,3,2,0,2,1,0.0,-0.0,11900.0,5950.0,683.05
Birmingham,2016,407500,290000,Birmingham_407500_290000,40,28,2,30,10,0.06666666666666667,0.23317260237386989,181975.0,3750.0,2997.5600000000004
Birmingham,2016,407500,290250,Birmingham_407500_290250,12,8,1,9,3,0.1111111111111111,0.45056120886630463,39525.0,3850.0,625.33
Birmingham,2016,407500,290500,Birmingham_407500_290500,6,5,0,5,1,0.0,-0.0,13610.0,2037.5,402.81
Birmingham,2016,407500,292500,Birmingham_407500_292500,1,1,0,1,0,0.0,-0.0,11000.0,11000.0,185.5
Birmingham,2016,407500,293000,Birmingham_407500_293000,14,5,3,8,6,0.375,0.509137344082687,134300.0,4750.0,1687.4300000000003
Birmingham,2016,407500,295000,Birmingham_407500_295000,5,3,0,3,2,0.0,-0.0,17550.0,3800.0,307.65999999999997
Birmingham,2016,407750,278250,Birmingham_407750_278250,3,2,0,2,1,0.0,0.6365141682948128,1805100.0,902550.0,14520.34
Birmingham,2016,407750,278500,Birmingham_407750_278500,23,11,0,11,12,0.0,0.7400116657311008,372325.0,7100.0,5963.969999999999
Birmingham,2016,407750,278750,Birmingham_407750_278750,1,1,0,1,0,0.0,-0.0,10000.0,10000.0,155.0
Birmingham,2016,407750,279000,Birmingham_407750_279000,11,6,0,6,5,0.0,0.47413931305783735,76250.0,6150.0,1172.68
Birmingham,2016,407750,279250,Birmingham_407750_279250,13,7,0,7,6,0.0,-0.0,53400.0,5700.0,1254.01
