city,grid_id,grid_x,grid_y,business_count_2016,vacancy_rate_2016,business_diversity_2016,rateable_value_total_2016,rateable_value_median_2016,known_occupation_count_2016,business_count_2025,vacancy_rate_2025,business_diversity_2025,rateable_value_total_2025,rateable_value_median_2025,known_occupation_count_2025,business_count_change,business_count_pct_change,vacancy_rate_pp_change,business_diversity_change,rateable_value_total_change,rateable_value_total_pct_change,cell_status
Birmingham,Birmingham_411000_286750,411000,286750,1.0,,-0.0,5600.0,5600.0,0.0,1.0,0.0,-0.0,8700.0,8700.0,1.0,0.0,0.0,,0.0,3100.0,55.35714285714286,persistent
Birmingham,Birmingham_411000_287500,411000,287500,10.0,0.14285714285714285,0.3250829733914482,49675.0,5500.0,7.0,8.0,0.0,0.37677016125643675,69850.0,9850.0,2.0,-2.0,-20.0,-14.285714285714285,0.05168718786498855,20175.0,40.613990941117265,declined
Birmingham,Birmingham_411000_288750,411000,288750,4.0,,-0.0,6000.0,3000.0,0.0,2.0,0.0,-0.0,9400.0,4700.0,2.0,-2.0,-50.0,,0.0,3400.0,56.666666666666664,declined
Birmingham,Birmingham_411000_290000,411000,290000,11.0,0.125,-0.0,49000.0,4500.0,8.0,10.0,0.0,-0.0,97400.0,9000.0,6.0,-1.0,-9.090909090909092,-12.5,0.0,48400.0,98.77551020408163,declined
Birmingham,Birmingham_411000_290750,411000,290750,3.0,0.0,1.0986122886681096,278750.0,30750.0,2.0,3.0,0.0,1.0986122886681096,315300.0,7000.0,2.0,0.0,0.0,0.0,0.0,36550.0,13.112107623318387,persistent
Birmingham,Birmingham_411000_291250,411000,291250,6.0,0.0,-0.0,11675.0,2487.5,3.0,4.0,0.0,-0.0,18875.0,3875.0,4.0,-2.0,-33.33333333333333,0.0,0.0,7200.0,61.67023554603854,declined
Birmingham,Birmingham_411000_291500,411000,291500,2.0,0.0,-0.0,6900.0,3450.0,1.0,2.0,0.0,-0.0,4100.0,4100.0,2.0,0.0,0.0,0.0,0.0,-2800.0,-40.57971014492754,persistent
Birmingham,Birmingham_411000_291750,411000,291750,152.0,0.1791044776119403,0.33471074511541005,2395670.0,11625.0,67.0,136.0,0.0,0.3138382044724868,1816978.0,4975.0,52.0,-16.0,-10.526315789473683,-17.91044776119403,-0.020872540642923265,-578692.0,-24.155747661405787,declined
Birmingham,Birmingham_411000_292000,411000,292000,60.0,0.25,0.3701390942780787,425225.0,5550.0,36.0,50.0,0.04,0.4623797696243157,377575.0,6450.0,25.0,-10.0,-16.666666666666664,-21.0,0.09224067534623703,-47650.0,-11.205832206478924,declined
Birmingham,Birmingham_411000_293000,411000,293000,2.0,0.0,0.6931471805599453,24700.0,12350.0,1.0,2.0,0.0,0.6931471805599453,25500.0,12750.0,1.0,0.0,0.0,0.0,0.0,800.0,3.2388663967611335,persistent
Birmingham,Birmingham_411000_293250,411000,293250,20.0,0.0,0.39439769144744274,123075.0,5600.0,13.0,17.0,0.0,0.4437572842601484,117625.0,5200.0,8.0,-3.0,-15.0,0.0,0.04935959281270563,-5450.0,-4.428194190534227,declined
Birmingham,Birmingham_411000_294250,411000,294250,1.0,,-0.0,3900.0,3900.0,0.0,1.0,0.0,-0.0,5800.0,5800.0,1.0,0.0,0.0,,0.0,1900.0,48.717948717948715,persistent
Birmingham,Birmingham_411000_294750,411000,294750,1.0,,-0.0,,,0.0,0.0,,,,,,-1.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411000_298750,411000,298750,8.0,0.25,0.37677016125643675,89145.0,3600.0,4.0,5.0,0.0,0.5004024235381879,107540.0,3850.0,2.0,-3.0,-37.5,-25.0,0.12363226228175112,18395.0,20.634920634920633,declined
Birmingham,Birmingham_411250_280250,411250,280250,47.0,0.06666666666666667,0.2780063622733909,442480.0,9400.0,30.0,46.0,0.05,0.282600106577289,635015.0,14125.0,20.0,-1.0,-2.127659574468085,-1.6666666666666663,0.00459374430389814,192535.0,43.51270113903453,declined
Birmingham,Birmingham_411250_280500,411250,280500,13.0,0.0,-0.0,101650.0,8250.0,10.0,12.0,0.0,-0.0,119850.0,11500.0,8.0,-1.0,-7.6923076923076925,0.0,0.0,18200.0,17.90457452041318,declined
Birmingham,Birmingham_411250_281500,411250,281500,14.0,0.0,0.25731864054383163,99650.0,4550.0,10.0,14.0,0.14285714285714285,0.25731864054383163,139050.0,7550.0,7.0,0.0,0.0,14.285714285714285,0.0,39400.0,39.53838434520823,persistent
Birmingham,Birmingham_411250_282500,411250,282500,12.0,0.0,-0.0,41700.0,3550.0,7.0,11.0,0.0,-0.0,85600.0,7400.0,5.0,-1.0,-8.333333333333332,0.0,0.0,43900.0,105.27577937649879,declined
Birmingham,Birmingham_411250_282750,411250,282750,54.0,0.0,0.4452280101187498,493150.0,5600.0,38.0,49.0,0.041666666666666664,0.4265104867145486,642150.0,8750.0,24.0,-5.0,-9.25925925925926,4.166666666666666,-0.018717523404201186,149000.0,30.21393085268174,declined
Birmingham,Birmingham_411250_283250,411250,283250,1.0,0.0,-0.0,3650.0,3650.0,1.0,1.0,0.0,-0.0,5400.0,5400.0,1.0,0.0,0.0,0.0,0.0,1750.0,47.94520547945205,persistent
Birmingham,Birmingham_411250_283750,411250,283750,6.0,0.0,1.0114042647073516,64150.0,2700.0,3.0,6.0,0.0,1.0114042647073516,283350.0,12750.0,1.0,0.0,0.0,0.0,0.0,219200.0,341.6991426344505,persistent
Birmingham,Birmingham_411250_284000,411250,284000,4.0,0.5,0.5623351446188083,40200.0,10000.0,2.0,2.0,,-0.0,9400.0,9400.0,0.0,-2.0,-50.0,,-0.5623351446188083,-30800.0,-76.61691542288557,declined
Birmingham,Birmingham_411250_284750,411250,284750,1.0,,-0.0,1525.0,1525.0,0.0,1.0,0.0,-0.0,3950.0,3950.0,1.0,0.0,0.0,,0.0,2425.0,159.01639344262296,persistent
Birmingham,Birmingham_411250_285000,411250,285000,24.0,0.13333333333333333,0.2868359830561607,140600.0,5300.0,15.0,20.0,0.0,0.1985152433458726,305200.0,11500.0,9.0,-4.0,-16.666666666666664,-13.333333333333334,-0.08832073971028812,164600.0,117.0697012802276,declined
Birmingham,Birmingham_411250_286750,411250,286750,26.0,0.05555555555555555,0.32450838693107065,178300.0,5600.0,18.0,24.0,0.06666666666666667,0.623848004006291,256320.0,9200.0,15.0,-2.0,-7.6923076923076925,1.1111111111111114,0.2993396170752204,78020.0,43.75771172181716,declined
Birmingham,Birmingham_411250_287500,411250,287500,24.0,0.0,-0.0,186850.0,6250.0,17.0,22.0,0.0,-0.0,290750.0,10000.0,12.0,-2.0,-8.333333333333332,0.0,0.0,103900.0,55.606101150655604,declined
Birmingham,Birmingham_411250_287750,411250,287750,1.0,0.0,-0.0,3200.0,3200.0,1.0,1.0,0.0,-0.0,5300.0,5300.0,1.0,0.0,0.0,0.0,0.0,2100.0,65.625,persistent
Birmingham,Birmingham_411250_288000,411250,288000,2.0,0.0,-0.0,4650.0,2325.0,1.0,6.0,0.0,-0.0,29200.0,4625.0,2.0,4.0,200.0,0.0,0.0,24550.0,527.9569892473118,intensified
Birmingham,Birmingham_411250_288250,411250,288250,37.0,0.0,0.12425083738963087,205100.0,5600.0,19.0,32.0,0.0,0.13906079845474112,351100.0,8900.0,20.0,-5.0,-13.513513513513514,0.0,0.014809961065110247,146000.0,71.1847879083374,declined
Birmingham,Birmingham_411250_288500,411250,288500,4.0,0.3333333333333333,-0.0,7375.0,2550.0,3.0,4.0,0.25,-0.0,15500.0,4050.0,4.0,0.0,0.0,-8.333333333333332,0.0,8125.0,110.16949152542372,persistent
Birmingham,Birmingham_411250_289000,411250,289000,2.0,0.0,-0.0,7700.0,3850.0,1.0,2.0,0.0,-0.0,12050.0,6025.0,2.0,0.0,0.0,0.0,0.0,4350.0,56.493506493506494,persistent
Birmingham,Birmingham_411250_290000,411250,290000,2.0,,-0.0,12750.0,12750.0,0.0,1.0,0.0,-0.0,17000.0,17000.0,1.0,-1.0,-50.0,,0.0,4250.0,33.33333333333333,declined
Birmingham,Birmingham_411250_290250,411250,290250,7.0,0.0,1.277034259466139,288050.0,32000.0,3.0,6.0,0.0,1.0114042647073516,849950.0,24775.0,3.0,-1.0,-14.285714285714285,0.0,-0.26562999475878746,561900.0,195.07030029508766,declined
Birmingham,Birmingham_411250_290500,411250,290500,10.0,0.0,0.3250829733914482,28775.0,3000.0,4.0,7.0,0.0,0.410116318288409,35900.0,3750.0,4.0,-3.0,-30.0,0.0,0.0850333448969608,7125.0,24.76107732406603,declined
Birmingham,Birmingham_411250_291250,411250,291250,1.0,,-0.0,3450.0,3450.0,0.0,1.0,0.0,-0.0,7500.0,7500.0,1.0,0.0,0.0,,0.0,4050.0,117.3913043478261,persistent
Birmingham,Birmingham_411250_291500,411250,291500,1.0,0.0,-0.0,3250.0,3250.0,1.0,1.0,0.0,-0.0,5100.0,5100.0,1.0,0.0,0.0,0.0,0.0,1850.0,56.92307692307692,persistent
Birmingham,Birmingham_411250_291750,411250,291750,13.0,0.0,-0.0,44500.0,4650.0,7.0,9.0,0.0,-0.0,44500.0,4650.0,3.0,-4.0,-30.76923076923077,0.0,0.0,0.0,0.0,declined
Birmingham,Birmingham_411250_292000,411250,292000,2.0,,-0.0,20000.0,20000.0,0.0,1.0,,-0.0,365000.0,365000.0,0.0,-1.0,-50.0,,0.0,345000.0,1725.0,declined
Birmingham,Birmingham_411250_292250,411250,292250,1.0,0.0,-0.0,4950.0,4950.0,1.0,1.0,,-0.0,5000.0,5000.0,0.0,0.0,0.0,,0.0,50.0,1.0101010101010102,persistent
Birmingham,Birmingham_411250_292500,411250,292500,3.0,,-0.0,,,0.0,0.0,,,,,,-3.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411250_293000,411250,293000,7.0,0.0,-0.0,24750.0,2700.0,6.0,7.0,0.0,-0.0,32575.0,3700.0,4.0,0.0,0.0,0.0,0.0,7825.0,31.616161616161616,persistent
Birmingham,Birmingham_411250_293250,411250,293250,1.0,,-0.0,6600.0,6600.0,0.0,1.0,,-0.0,8700.0,8700.0,0.0,0.0,0.0,,0.0,2100.0,31.818181818181817,persistent
Birmingham,Birmingham_411250_296250,411250,296250,3.0,0.0,0.6365141682948128,116950.0,3950.0,1.0,3.0,0.0,0.6365141682948128,99600.0,6600.0,2.0,0.0,0.0,0.0,0.0,-17350.0,-14.83539974348012,persistent
Birmingham,Birmingham_411250_299250,411250,299250,4.0,0.0,0.6931471805599453,83500.0,19800.0,1.0,4.0,1.0,0.6931471805599453,86350.0,13600.0,1.0,0.0,0.0,100.0,0.0,2850.0,3.413173652694611,persistent
Birmingham,Birmingham_411250_299500,411250,299500,1.0,0.0,-0.0,26250.0,26250.0,1.0,1.0,0.0,-0.0,26250.0,26250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,persistent
Birmingham,Birmingham_411500_280500,411500,280500,3.0,0.0,-0.0,19450.0,6000.0,3.0,4.0,0.0,-0.0,26250.0,7900.0,2.0,1.0,33.33333333333333,0.0,0.0,6800.0,34.96143958868895,intensified
Birmingham,Birmingham_411500_281750,411500,281750,4.0,,-0.0,6575.0,1612.5,0.0,4.0,0.0,-0.0,7525.0,1812.5,4.0,0.0,0.0,,0.0,950.0,14.44866920152091,persistent
Birmingham,Birmingham_411500_282000,411500,282000,3.0,0.0,-0.0,14675.0,3950.0,2.0,3.0,0.0,-0.0,21900.0,5900.0,2.0,0.0,0.0,0.0,0.0,7225.0,49.23339011925042,persistent
Birmingham,Birmingham_411500_282500,411500,282500,3.0,0.0,-0.0,9550.0,3200.0,2.0,3.0,0.0,-0.0,15800.0,5000.0,2.0,0.0,0.0,0.0,0.0,6250.0,65.44502617801047,persistent
Birmingham,Birmingham_411500_282750,411500,282750,1.0,0.0,-0.0,11250.0,11250.0,1.0,1.0,,-0.0,35750.0,35750.0,0.0,0.0,0.0,,0.0,24500.0,217.77777777777777,persistent
Birmingham,Birmingham_411500_283500,411500,283500,7.0,0.0,-0.0,21000.0,5200.0,3.0,4.0,0.0,-0.0,35500.0,8850.0,2.0,-3.0,-42.857142857142854,0.0,0.0,14500.0,69.04761904761905,declined
Birmingham,Birmingham_411500_283750,411500,283750,1.0,,-0.0,175000.0,175000.0,0.0,0.0,,,,,,-1.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411500_284000,411500,284000,1.0,,-0.0,,,0.0,0.0,,,,,,-1.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411500_284250,411500,284250,2.0,,0.6931471805599453,,,0.0,0.0,,,,,,-2.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411500_284500,411500,284500,2.0,0.0,-0.0,15750.0,15750.0,1.0,1.0,,-0.0,19000.0,19000.0,0.0,-1.0,-50.0,,0.0,3250.0,20.634920634920633,declined
Birmingham,Birmingham_411500_284750,411500,284750,3.0,0.3333333333333333,-0.0,21850.0,6300.0,3.0,3.0,0.0,-0.0,37000.0,11000.0,1.0,0.0,0.0,-33.33333333333333,0.0,15150.0,69.33638443935926,persistent
Birmingham,Birmingham_411500_285000,411500,285000,24.0,0.0,0.3445982481028228,95200.0,4825.0,12.0,20.0,0.0,0.5181862130502128,227050.0,8750.0,9.0,-4.0,-16.666666666666664,0.0,0.17358796494739004,131850.0,138.49789915966386,declined
Birmingham,Birmingham_411500_285250,411500,285250,1.0,,-0.0,7700.0,7700.0,0.0,1.0,,-0.0,11750.0,11750.0,0.0,0.0,0.0,,0.0,4050.0,52.5974025974026,persistent
Birmingham,Birmingham_411500_285750,411500,285750,18.0,0.0,0.45056120886630463,80650.0,4375.0,10.0,14.0,0.0,0.25731864054383163,135950.0,8700.0,7.0,-4.0,-22.22222222222222,0.0,-0.193242568322473,55300.0,68.56788592684438,declined
Birmingham,Birmingham_411500_286250,411500,286250,2.0,,-0.0,,,0.0,0.0,,,,,,-2.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411500_287500,411500,287500,9.0,0.0,-0.0,19435.0,1737.5,6.0,6.0,0.0,-0.0,22000.0,3925.0,4.0,-3.0,-33.33333333333333,0.0,0.0,2565.0,13.197838950347313,declined
Birmingham,Birmingham_411500_287750,411500,287750,52.0,0.07142857142857142,0.6076195618254389,426975.0,6050.0,28.0,39.0,0.038461538461538464,0.5847161491443458,614575.0,9450.0,26.0,-13.0,-25.0,-3.296703296703296,-0.022903412681093083,187600.0,43.93699865331694,declined
Birmingham,Birmingham_411500_288000,411500,288000,8.0,0.0,-0.0,28100.0,5600.0,4.0,5.0,0.0,-0.0,42500.0,8800.0,3.0,-3.0,-37.5,0.0,0.0,14400.0,51.245551601423486,declined
Birmingham,Birmingham_411500_288250,411500,288250,38.0,0.0,0.12169240267806193,200825.0,4425.0,25.0,45.0,0.043478260869565216,0.21262682366313784,351925.0,7000.0,23.0,7.0,18.421052631578945,4.3478260869565215,0.09093442098507591,151100.0,75.23963649943981,intensified
Birmingham,Birmingham_411500_288500,411500,288500,1.0,,-0.0,,,0.0,0.0,,,,,,-1.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411500_288750,411500,288750,6.0,0.0,-0.0,16650.0,2500.0,4.0,5.0,0.0,0.5004024235381879,33100.0,4400.0,3.0,-1.0,-16.666666666666664,0.0,0.5004024235381879,16450.0,98.7987987987988,declined
Birmingham,Birmingham_411500_289000,411500,289000,11.0,0.25,-0.0,15500.0,2750.0,4.0,7.0,0.0,-0.0,36700.0,4600.0,5.0,-4.0,-36.36363636363637,-25.0,0.0,21200.0,136.7741935483871,declined
Birmingham,Birmingham_411500_289250,411500,289250,6.0,0.0,0.8675632284814612,7900.0,2700.0,2.0,4.0,0.0,-0.0,12200.0,4100.0,3.0,-2.0,-33.33333333333333,0.0,-0.8675632284814612,4300.0,54.43037974683544,declined
Birmingham,Birmingham_411500_289500,411500,289500,5.0,,-0.0,181000.0,90500.0,0.0,2.0,,-0.0,161000.0,80500.0,0.0,-3.0,-60.0,,0.0,-20000.0,-11.049723756906078,declined
Birmingham,Birmingham_411500_290250,411500,290250,4.0,0.25,1.0397207708399179,113550.0,4525.0,4.0,3.0,,1.0986122886681096,125200.0,6200.0,0.0,-1.0,-25.0,,0.058891517828191686,11650.0,10.259797446059004,declined
Birmingham,Birmingham_411500_290500,411500,290500,2.0,,-0.0,4550.0,4550.0,0.0,1.0,0.0,-0.0,8600.0,8600.0,1.0,-1.0,-50.0,,0.0,4050.0,89.01098901098901,declined
Birmingham,Birmingham_411500_292750,411500,292750,7.0,0.0,0.410116318288409,64450.0,9200.0,5.0,7.0,0.0,0.410116318288409,64450.0,9200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,persistent
Birmingham,Birmingham_411500_293000,411500,293000,1.0,0.0,-0.0,5200.0,5200.0,1.0,1.0,,-0.0,8400.0,8400.0,0.0,0.0,0.0,,0.0,3200.0,61.53846153846154,persistent
Birmingham,Birmingham_411500_293250,411500,293250,1.0,0.0,-0.0,2800.0,2800.0,1.0,1.0,0.0,-0.0,3950.0,3950.0,1.0,0.0,0.0,0.0,0.0,1150.0,41.07142857142857,persistent
Birmingham,Birmingham_411500_295000,411500,295000,21.0,0.0,0.31449220128141064,227625.0,12000.0,14.0,20.0,0.0,0.3250829733914482,329725.0,17000.0,11.0,-1.0,-4.761904761904762,0.0,0.01059077211003756,102100.0,44.85447556287754,declined
Birmingham,Birmingham_411500_296000,411500,296000,1.0,,-0.0,16250.0,16250.0,0.0,1.0,0.0,-0.0,19750.0,19750.0,1.0,0.0,0.0,,0.0,3500.0,21.53846153846154,persistent
Birmingham,Birmingham_411500_296250,411500,296250,1.0,,-0.0,18000.0,18000.0,0.0,1.0,0.0,-0.0,20500.0,20500.0,1.0,0.0,0.0,,0.0,2500.0,13.88888888888889,persistent
Birmingham,Birmingham_411500_298250,411500,298250,7.0,0.0,0.5982695885852573,135000.0,6050.0,5.0,6.0,0.0,0.45056120886630463,167700.0,11625.0,4.0,-1.0,-14.285714285714285,0.0,-0.14770837971895262,32700.0,24.22222222222222,declined
Birmingham,Birmingham_411500_298500,411500,298500,45.0,0.0,0.5275283691885324,820725.0,17375.0,22.0,40.0,0.0625,0.3141230258900314,1101250.0,21000.0,16.0,-5.0,-11.11111111111111,6.25,-0.21340534329850103,280525.0,34.180145602972985,declined
Birmingham,Birmingham_411500_298750,411500,298750,55.0,0.047619047619047616,0.7092555623422562,1024175.0,13875.0,21.0,55.0,0.0,0.5845267231418056,1432525.0,15750.0,18.0,0.0,0.0,-4.761904761904762,-0.12472883920045053,408350.0,39.87111577611248,persistent
Birmingham,Birmingham_411500_299000,411500,299000,4.0,0.0,-0.0,37000.0,12500.0,2.0,3.0,0.0,-0.0,26750.0,13375.0,1.0,-1.0,-25.0,0.0,0.0,-10250.0,-27.7027027027027,declined
Birmingham,Birmingham_411750_281000,411750,281000,3.0,0.0,-0.0,6950.0,2900.0,3.0,1.0,0.0,-0.0,,,1.0,-2.0,-66.66666666666666,0.0,0.0,,,declined
Birmingham,Birmingham_411750_281250,411750,281250,23.0,0.16666666666666666,0.355712859746894,116775.0,3800.0,12.0,19.0,0.25,0.20619205063323187,184850.0,5900.0,12.0,-4.0,-17.391304347826086,8.333333333333334,-0.1495208091136621,68075.0,58.29586812245772,declined
Birmingham,Birmingham_411750_281750,411750,281750,4.0,0.0,-0.0,6250.0,2000.0,2.0,3.0,0.0,-0.0,9350.0,3000.0,2.0,-1.0,-25.0,0.0,0.0,3100.0,49.6,declined
Birmingham,Birmingham_411750_282250,411750,282250,4.0,0.0,-0.0,14450.0,3175.0,3.0,4.0,0.0,-0.0,21600.0,4750.0,2.0,0.0,0.0,0.0,0.0,7150.0,49.48096885813148,persistent
Birmingham,Birmingham_411750_282500,411750,282500,2.0,0.0,-0.0,16600.0,8300.0,2.0,2.0,,-0.0,25000.0,12500.0,0.0,0.0,0.0,,0.0,8400.0,50.602409638554214,persistent
Birmingham,Birmingham_411750_283000,411750,283000,14.0,0.0,0.8304717124362917,142850.0,10525.0,7.0,12.0,0.0,0.5623351446188083,143050.0,12250.0,4.0,-2.0,-14.285714285714285,0.0,-0.2681365678174834,200.0,0.1400070003500175,declined
Birmingham,Birmingham_411750_283250,411750,283250,8.0,0.0,0.7356219397587946,82775.0,9400.0,3.0,9.0,0.0,0.6837389058487535,111700.0,10500.0,5.0,1.0,12.5,0.0,-0.05188303391004112,28925.0,34.94412564180006,intensified
Birmingham,Birmingham_411750_283750,411750,283750,4.0,0.0,-0.0,17170.0,2600.0,3.0,3.0,0.0,-0.0,29525.0,5500.0,3.0,-1.0,-25.0,0.0,0.0,12355.0,71.95690157251019,declined
Birmingham,Birmingham_411750_284250,411750,284250,5.0,0.0,0.5004024235381879,209475.0,3325.0,2.0,3.0,0.0,-0.0,18050.0,4350.0,3.0,-2.0,-40.0,0.0,-0.5004024235381879,-191425.0,-91.38321995464852,declined
Birmingham,Birmingham_411750_285000,411750,285000,10.0,0.0,0.8018185525433372,124375.0,4200.0,6.0,12.0,0.0,0.8239592165010823,207600.0,9000.0,5.0,2.0,20.0,0.0,0.022140663957745055,83225.0,66.91457286432161,intensified
Birmingham,Birmingham_411750_286000,411750,286000,1.0,0.0,-0.0,4550.0,4550.0,1.0,1.0,0.0,-0.0,6800.0,6800.0,1.0,0.0,0.0,0.0,0.0,2250.0,49.45054945054945,persistent
Birmingham,Birmingham_411750_286750,411750,286750,11.0,0.0,-0.0,69600.0,5200.0,8.0,9.0,0.0,-0.0,76100.0,8000.0,6.0,-2.0,-18.181818181818183,0.0,0.0,6500.0,9.339080459770114,declined
Birmingham,Birmingham_411750_287250,411750,287250,2.0,0.0,-0.0,12625.0,6312.5,1.0,3.0,0.0,0.6365141682948128,21250.0,4400.0,1.0,1.0,50.0,0.0,0.6365141682948128,8625.0,68.31683168316832,intensified
Birmingham,Birmingham_411750_287500,411750,287500,2.0,,-0.0,7250.0,3625.0,0.0,2.0,0.0,-0.0,12150.0,6075.0,1.0,0.0,0.0,,0.0,4900.0,67.58620689655173,persistent
Birmingham,Birmingham_411750_288000,411750,288000,32.0,0.16666666666666666,0.2337916587064593,180620.0,5500.0,18.0,22.0,0.08333333333333333,0.30463609734923813,211900.0,8600.0,12.0,-10.0,-31.25,-8.333333333333332,0.07084443864277884,31280.0,17.31812645332743,declined
Birmingham,Birmingham_411750_288250,411750,288250,3.0,0.3333333333333333,-0.0,12750.0,3750.0,3.0,2.0,0.0,-0.0,13800.0,6900.0,2.0,-1.0,-33.33333333333333,-33.33333333333333,0.0,1050.0,8.235294117647058,declined
Birmingham,Birmingham_411750_288750,411750,288750,1.0,1.0,-0.0,1475.0,1475.0,1.0,1.0,,-0.0,2950.0,2950.0,0.0,0.0,0.0,,0.0,1475.0,100.0,persistent
Birmingham,Birmingham_411750_289000,411750,289000,6.0,,-0.0,8925.0,2850.0,0.0,3.0,0.0,-0.0,15600.0,5400.0,3.0,-3.0,-50.0,,0.0,6675.0,74.78991596638656,declined
Birmingham,Birmingham_411750_290250,411750,290250,27.0,0.047619047619047616,-0.0,161275.0,5800.0,21.0,27.0,0.0,-0.0,194650.0,8000.0,3.0,0.0,0.0,-4.761904761904762,0.0,33375.0,20.694465974267555,persistent
Birmingham,Birmingham_411750_291500,411750,291500,1.0,,-0.0,,,0.0,0.0,,,,,,-1.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411750_291750,411750,291750,1.0,0.0,-0.0,4900.0,4900.0,1.0,1.0,0.0,-0.0,6100.0,6100.0,1.0,0.0,0.0,0.0,0.0,1200.0,24.489795918367346,persistent
Birmingham,Birmingham_411750_292750,411750,292750,14.0,0.0,0.7589367727620595,256850.0,9650.0,9.0,14.0,0.0,0.5982695885852573,263700.0,8450.0,5.0,0.0,0.0,0.0,-0.16066718417680226,6850.0,2.6669262215300757,persistent
Birmingham,Birmingham_411750_293000,411750,293000,72.0,0.025,0.49641520050711685,1084250.0,12750.0,40.0,62.0,0.041666666666666664,0.571128921000877,929425.0,12250.0,24.0,-10.0,-13.88888888888889,1.6666666666666663,0.07471372049376013,-154825.0,-14.279455845054184,declined
Birmingham,Birmingham_411750_293250,411750,293250,18.0,0.0,0.42584844923858145,203800.0,8800.0,9.0,20.0,0.0,0.39439769144744274,341250.0,14375.0,7.0,2.0,11.11111111111111,0.0,-0.031450757791138706,137450.0,67.44357212953877,intensified
Birmingham,Birmingham_411750_293750,411750,293750,1.0,0.0,-0.0,86500.0,86500.0,1.0,0.0,,,,,,-1.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411750_294750,411750,294750,1.0,0.0,-0.0,120000.0,120000.0,1.0,1.0,0.0,-0.0,111000.0,111000.0,1.0,0.0,0.0,0.0,0.0,-9000.0,-7.5,persistent
Birmingham,Birmingham_411750_295000,411750,295000,1.0,0.0,-0.0,70000.0,70000.0,1.0,0.0,,,,,,-1.0,-100.0,,,,,disappeared
Birmingham,Birmingham_411750_295250,411750,295250,16.0,0.0,1.040839837423239,293150.0,15625.0,10.0,12.0,0.0,1.1988493129136213,315000.0,16875.0,5.0,-4.0,-25.0,0.0,0.15800947549038225,21850.0,7.453522087668429,declined
Birmingham,Birmingham_411750_295500,411750,295500,41.0,0.08,0.4866813679134715,687850.0,14625.0,25.0,37.0,0.0,0.5220770639132397,576200.0,13875.0,9.0,-4.0,-9.75609756097561,-8.0,0.03539569599976822,-111650.0,-16.231736570473213,declined
Birmingham,Birmingham_411750_295750,411750,295750,28.0,0.2,1.2452432493192798,1655750.0,38750.0,10.0,21.0,0.0,1.0063856698202596,1008500.0,30000.0,9.0,-7.0,-25.0,-20.0,-0.2388575794990202,-647250.0,-39.091046353616186,declined
Birmingham,Birmingham_411750_296000,411750,296000,76.0,0.044444444444444446,0.399877780428179,5502651.0,55500.0,45.0,61.0,0.0,0.4715818601326642,3162500.0,36000.0,16.0,-15.0,-19.736842105263158,-4.444444444444445,0.07170407970448517,-2340151.0,-42.52770164780576,declined
Birmingham,Birmingham_411750_296250,411750,296250,2.0,0.0,-0.0,9500.0,4750.0,2.0,2.0,0.0,-0.0,12700.0,6350.0,1.0,0.0,0.0,0.0,0.0,3200.0,33.68421052631579,persistent
Birmingham,Birmingham_411750_297250,411750,297250,2.0,,-0.0,200000.0,100000.0,0.0,1.0,0.0,-0.0,100000.0,100000.0,1.0,-1.0,-50.0,,0.0,-100000.0,-50.0,declined
Birmingham,Birmingham_411750_298250,411750,298250,1.0,0.0,-0.0,18500.0,18500.0,1.0,1.0,,-0.0,29500.0,29500.0,0.0,0.0,0.0,,0.0,11000.0,59.45945945945946,persistent
Birmingham,Birmingham_411750_298750,411750,298750,11.0,0.0,0.5859526183035508,1760300.0,12125.0,6.0,23.0,0.0,0.5235863374812598,1894825.0,13875.0,8.0,12.0,109.09090909090908,0.0,-0.06236628082229101,134525.0,7.642163267624837,intensified
Birmingham,Birmingham_411750_299000,411750,299000,1.0,0.0,-0.0,13500.0,13500.0,1.0,1.0,0.0,-0.0,4000.0,4000.0,1.0,0.0,0.0,0.0,0.0,-9500.0,-70.37037037037037,persistent
Birmingham,Birmingham_412000_283000,412000,283000,56.0,0.11428571428571428,0.6908427606966324,2009250.0,26000.0,35.0,51.0,0.04,0.6532093064595169,1823000.0,24250.0,25.0,-5.0,-8.928571428571429,-7.428571428571429,-0.037633454237115505,-186250.0,-9.26962797063581,declined
Birmingham,Birmingham_412000_283250,412000,283250,3.0,0.0,0.6365141682948128,20350.0,6800.0,2.0,3.0,0.0,0.6365141682948128,26700.0,8300.0,3.0,0.0,0.0,0.0,0.0,6350.0,31.203931203931205,persistent
Birmingham,Birmingham_412000_284250,412000,284250,11.0,0.0,0.30463609734923813,22400.0,1950.0,6.0,10.0,0.0,-0.0,49600.0,4275.0,6.0,-1.0,-9.090909090909092,0.0,-0.30463609734923813,27200.0,121.42857142857142,declined
