year,grid_x,grid_y,retail_count
2019.0,750,5000,2
2019.0,1000,-4750,2
2019.0,1000,-4000,9
2019.0,1000,-3750,29
2019.0,1000,-3500,3
2019.0,1000,-1750,55
2019.0,1000,-1500,7
2019.0,1000,-1250,11
2019.0,1000,-1000,3
2019.0,1000,-750,10
2019.0,1000,-500,9
2019.0,1000,0,2
2019.0,1000,250,3
2019.0,1000,750,10
2019.0,1000,1750,2
2019.0,1000,2000,57
2019.0,1000,2500,2
2019.0,1000,2750,6
2019.0,1000,3000,22
2019.0,1000,3500,4
2019.0,1000,3750,2
2019.0,1000,5000,2
2019.0,1250,-1750,37
2019.0,1250,-1250,1
2019.0,1250,-1000,4
2019.0,1250,0,1
2019.0,1250,250,7
2019.0,1250,500,10
2019.0,1250,1500,1
2019.0,1250,1750,8
2019.0,1250,2000,23
2019.0,1250,2250,13
2019.0,1250,2500,2
2019.0,1250,3000,9
2019.0,1250,3500,1
2019.0,1250,3750,62
2019.0,1250,4000,4
2019.0,1250,6750,23
2019.0,1500,-4500,8
2019.0,1500,-2250,1
2019.0,1500,-2000,52
2019.0,1500,-1000,9
2019.0,1500,-750,59
2019.0,1500,250,3
2019.0,1500,500,9
2019.0,1500,750,4
2019.0,1500,1000,41
2019.0,1500,1500,17
2019.0,1500,1750,1
2019.0,1500,2000,1
2019.0,1500,2750,6
2019.0,1500,3000,7
2019.0,1500,3750,22
2019.0,1500,5250,9
2019.0,1500,6750,8
2019.0,1750,-4750,1
2019.0,1750,-4500,7
2019.0,1750,-2000,33
2019.0,1750,-1000,29
2019.0,1750,-750,12
2019.0,1750,-250,7
2019.0,1750,0,10
2019.0,1750,250,28
2019.0,1750,750,1
2019.0,1750,1000,33
2019.0,1750,1250,16
2019.0,1750,1750,1
2019.0,1750,5250,1
2019.0,2000,-4500,1
2019.0,2000,-2250,16
2019.0,2000,-2000,30
2019.0,2000,-1750,8
2019.0,2000,-1000,15
2019.0,2000,0,10
2019.0,2000,250,5
2019.0,2000,750,37
2019.0,2000,1250,1
2019.0,2000,1750,2
2019.0,2000,2000,1
2019.0,2000,3000,12
2019.0,2000,4250,4
2019.0,2000,4500,20
2019.0,2250,-4750,12
2019.0,2250,-4250,5
2019.0,2250,-3250,9
2019.0,2250,-3000,31
2019.0,2250,-2750,8
2019.0,2250,-2000,38
2019.0,2250,-1250,1
2019.0,2250,-1000,11
2019.0,2250,0,16
2019.0,2250,500,3
2019.0,2250,750,56
2019.0,2250,1000,11
2019.0,2250,1250,26
2019.0,2250,1500,13
2019.0,2250,1750,9
2019.0,2250,2250,2
2019.0,2250,3250,6
2019.0,2250,3500,27
2019.0,2250,4750,2
2019.0,2250,5250,4
2019.0,2250,5750,1
2019.0,2500,-5750,1
2019.0,2500,-5250,27
2019.0,2500,-4250,23
2019.0,2500,-2750,6
2019.0,2500,-2250,36
2019.0,2500,-2000,28
2019.0,2500,-1500,13
2019.0,2500,500,13
2019.0,2500,750,43
2019.0,2500,1500,1
2019.0,2500,2500,10
2019.0,2500,2750,36
2019.0,2500,3000,5
2019.0,2500,3250,3
2019.0,2500,3500,5
2019.0,2500,4500,11
2019.0,2500,4750,1
2019.0,2500,5250,4
2019.0,2500,5500,2
2019.0,2750,-5500,8
2019.0,2750,-5000,10
2019.0,2750,-4250,1
2019.0,2750,-3250,7
2019.0,2750,-2500,42
2019.0,2750,-2250,10
2019.0,2750,-1500,1
2019.0,2750,-250,5
2019.0,2750,250,3
2019.0,2750,500,7
2019.0,2750,750,22
2019.0,2750,1000,1
2019.0,2750,2250,7
2019.0,2750,4500,1
2019.0,3000,-5750,19
2019.0,3000,-5500,4
2019.0,3000,-5250,4
2019.0,3000,-5000,4
2019.0,3000,-4750,11
2019.0,3000,-4000,5
2019.0,3000,-3750,4
2019.0,3000,-2500,2
2019.0,3000,-500,2
2019.0,3000,-250,1
2019.0,3000,0,17
2019.0,3000,750,3
2019.0,3000,1000,11
2019.0,3000,2000,16
2019.0,3000,2250,1
2019.0,3000,2500,13
2019.0,3000,4750,9
2019.0,3000,5000,11
2019.0,3250,-6750,13
2019.0,3250,-6250,1
2019.0,3250,-6000,3
2019.0,3250,-5750,68
2019.0,3250,-5500,1
2019.0,3250,-4500,7
2019.0,3250,-3750,7
2019.0,3250,-1750,21
2019.0,3250,-1500,2
2019.0,3250,-1250,12
2019.0,3250,-1000,1
2019.0,3250,-250,6
2019.0,3250,0,9
2019.0,3250,1000,2
2019.0,3250,1500,3
2019.0,3250,2000,1
2019.0,3250,2250,1
2019.0,3250,2500,9
2019.0,3250,5500,1
2019.0,3500,-6750,1
2019.0,3500,-6500,4
2019.0,3500,-6250,1
2019.0,3500,-6000,23
2019.0,3500,-5750,9
2019.0,3500,-5500,7
2019.0,3500,-5250,3
2019.0,3500,-4500,2
2019.0,3500,-2750,1
2019.0,3500,-1500,5
2019.0,3500,-1250,6
2019.0,3500,-1000,19
2019.0,3500,0,2
2019.0,3500,1000,2
2019.0,3500,1250,13
2019.0,3500,1500,10
2019.0,3500,1750,14
2019.0,3500,2250,1
2019.0,3500,2750,1
2019.0,3500,5500,14
2019.0,3500,6250,4
2019.0,3750,-6500,1
2019.0,3750,-6000,4
2019.0,3750,-5750,1
2019.0,3750,-5500,6
2019.0,3750,-4500,7
2019.0,3750,-1500,14
2019.0,3750,-1250,7
2019.0,3750,-1000,1
2019.0,3750,-250,1
2019.0,3750,0,3
2019.0,3750,750,3
2019.0,3750,1250,27
2019.0,3750,2000,6
2019.0,3750,6000,3
2019.0,4000,-6750,2
2019.0,4000,-5250,1
2019.0,4000,-1250,2
2019.0,4000,-750,2
2019.0,4000,-500,2
2019.0,4000,0,2
2019.0,4000,1500,3
2019.0,4000,3000,1
2019.0,4000,3250,8
2019.0,4250,-6250,3
2019.0,4250,-750,10
2019.0,4250,-250,2
2019.0,4250,0,1
2019.0,4250,3000,1
2019.0,4250,3250,1
2019.0,4500,-6500,3
2019.0,4500,-6250,45
2019.0,4500,-1250,1
2019.0,4500,-500,2
2019.0,4500,1250,2
2019.0,4500,2750,10
2019.0,4500,4750,6
2019.0,4750,-3500,5
2019.0,4750,-3250,4
2019.0,4750,1250,13
2019.0,4750,1500,17
2019.0,4750,2250,9
2019.0,4750,2500,3
2019.0,4750,4750,2
2019.0,5000,-7750,1
2019.0,5000,-6750,459
2019.0,5000,-5750,3
2019.0,5000,-5000,1
2019.0,5000,-4000,4
2019.0,5000,-3750,4
2019.0,5000,-3500,1
2019.0,5000,-1750,7
2019.0,5000,-1250,4
2019.0,5000,-750,1
2019.0,5000,750,7
2019.0,5000,1000,1
2019.0,5000,1500,1
2019.0,5000,2250,8
2019.0,5000,3250,2
2019.0,5250,-6000,1
2019.0,5250,-3750,24
2019.0,5250,-3500,22
2019.0,5250,-2000,1
2019.0,5250,-1250,1
2019.0,5250,750,2
2019.0,5500,-7250,30
2019.0,5500,-6500,1
2019.0,5500,-6250,2
2019.0,5500,-6000,1
2019.0,5500,-5750,2
2019.0,5500,-5500,32
2019.0,5500,-3750,3
2019.0,5500,-3500,33
2019.0,5500,-1500,1
2019.0,5500,1250,2
2019.0,5750,-6500,1
2019.0,5750,-5750,4
2019.0,5750,-5250,1
2019.0,5750,-4250,1
2019.0,5750,-4000,1
2019.0,5750,-2750,10
2019.0,5750,-2500,9
2019.0,5750,-2000,4
2019.0,6000,-7250,3
2019.0,6000,-6750,10
2019.0,6000,-6000,1
2019.0,6000,-5250,6
2019.0,6000,-4750,1
2019.0,6000,-4000,9
2019.0,6000,-3500,9
2019.0,6000,-2750,1
2019.0,6000,-2000,7
2019.0,6000,-1750,61
2019.0,6250,-5500,6
2019.0,6250,-5250,17
2019.0,6250,-5000,1
2019.0,6250,-3750,3
2019.0,6250,-2500,1
2019.0,6250,-2000,2
2019.0,6250,-1500,2
2019.0,6500,-7250,9
2019.0,6500,-6250,20
2019.0,6750,-7250,1
2019.0,6750,-6000,7
2019.0,7000,-7250,1
2019.0,7000,-1750,10
2019.0,7250,-7250,6
2019.0,7250,-6750,16
2019.0,7250,-2000,7
2019.0,7500,-1500,1
2019.0,8000,-7500,1
2019.0,8000,-7000,4
2019.0,8000,-2750,5
2019.0,8250,-7000,14
2019.0,8500,-6750,1
2022.0,-3500,500,2
2022.0,-3500,1000,3
2022.0,-3500,1250,3
2022.0,-3500,2000,1
2022.0,-3500,2500,1
2022.0,-3500,3750,3
2022.0,-3250,-250,3
2022.0,-3250,0,5
2022.0,-3250,250,7
2022.0,-3250,500,3
2022.0,-3250,750,3
2022.0,-3250,1250,13
2022.0,-3250,1500,8
2022.0,-3250,1750,2
2022.0,-3250,2000,9
2022.0,-3250,2250,4
2022.0,-3250,2750,4
2022.0,-3250,3250,1
2022.0,-3250,3500,4
2022.0,-3250,3750,7
2022.0,-3000,-750,26
2022.0,-3000,-500,7
2022.0,-3000,-250,97
2022.0,-3000,0,105
2022.0,-3000,250,79
2022.0,-3000,500,5
2022.0,-3000,750,1
2022.0,-3000,1000,9
2022.0,-3000,1250,2
2022.0,-3000,1750,3
2022.0,-3000,2000,1
2022.0,-3000,2250,1
2022.0,-3000,2750,3
2022.0,-3000,3250,6
2022.0,-3000,3500,2
2022.0,-3000,3750,3
2022.0,-2750,-1250,1
2022.0,-2750,-750,28
2022.0,-2750,-500,8
2022.0,-2750,-250,79
2022.0,-2750,0,154
2022.0,-2750,250,30
2022.0,-2750,500,7
2022.0,-2750,750,12
2022.0,-2750,1250,12
2022.0,-2750,1750,1
2022.0,-2750,2000,3
2022.0,-2750,2500,1
2022.0,-2750,3250,8
2022.0,-2750,3500,1
2022.0,-2500,-1750,1
2022.0,-2500,-1500,55
2022.0,-2500,-1250,1
2022.0,-2500,-1000,4
2022.0,-2500,-750,12
2022.0,-2500,-500,89
2022.0,-2500,-250,204
2022.0,-2500,0,205
2022.0,-2500,250,47
2022.0,-2500,500,4
2022.0,-2500,750,1
2022.0,-2500,1000,2
2022.0,-2500,1750,1
2022.0,-2500,2000,4
2022.0,-2500,2750,5
2022.0,-2500,3000,25
2022.0,-2500,3500,5
2022.0,-2500,3750,3
2022.0,-2250,-1750,1
2022.0,-2250,-1500,2
2022.0,-2250,-1250,16
2022.0,-2250,-1000,11
2022.0,-2250,-750,2
2022.0,-2250,-500,74
2022.0,-2250,-250,150
2022.0,-2250,0,304
2022.0,-2250,250,11
2022.0,-2250,500,4
2022.0,-2250,1250,1
2022.0,-2250,1500,3
2022.0,-2250,1750,11
2022.0,-2250,2000,5
2022.0,-2250,2250,2
2022.0,-2250,2500,2
2022.0,-2250,3000,6
2022.0,-2250,3250,4
2022.0,-2250,4000,5
2022.0,-2000,-2500,6
2022.0,-2000,-2250,1
2022.0,-2000,-2000,4
2022.0,-2000,-1750,1
2022.0,-2000,-1500,109
2022.0,-2000,-1250,17
2022.0,-2000,-1000,15
2022.0,-2000,-750,12
2022.0,-2000,-500,136
2022.0,-2000,-250,123
2022.0,-2000,0,49
2022.0,-2000,250,28
2022.0,-2000,1000,3
2022.0,-2000,1250,3
2022.0,-2000,1500,7
2022.0,-2000,1750,2
2022.0,-2000,2000,18
2022.0,-2000,2750,1
2022.0,-2000,3000,1
2022.0,-2000,3250,1
2022.0,-2000,3750,9
2022.0,-2000,4000,2
2022.0,-1750,-3000,2
2022.0,-1750,-2750,12
2022.0,-1750,-2000,5
2022.0,-1750,-1750,7
2022.0,-1750,-1000,3
2022.0,-1750,-750,35
2022.0,-1750,-500,83
2022.0,-1750,-250,16
2022.0,-1750,250,52
2022.0,-1750,500,7
2022.0,-1750,750,6
2022.0,-1750,1000,2
2022.0,-1750,1500,1
2022.0,-1750,2500,2
2022.0,-1750,2750,20
2022.0,-1750,3000,4
2022.0,-1750,3250,13
2022.0,-1750,3500,4
2022.0,-1750,3750,8
2022.0,-1750,4000,6
2022.0,-1750,6250,1
2022.0,-1500,-3000,2
2022.0,-1500,-2750,2
2022.0,-1500,-2500,7
2022.0,-1500,-2000,4
2022.0,-1500,-1750,1
2022.0,-1500,-1500,3
2022.0,-1500,-1250,2
2022.0,-1500,-1000,1
2022.0,-1500,-750,17
2022.0,-1500,-500,54
2022.0,-1500,-250,12
2022.0,-1500,0,1
2022.0,-1500,250,66
2022.0,-1500,500,24
2022.0,-1500,1000,1
2022.0,-1500,2000,1
2022.0,-1500,2500,2
2022.0,-1500,2750,3
2022.0,-1500,3000,1
2022.0,-1500,3250,48
2022.0,-1500,3500,62
2022.0,-1500,3750,47
2022.0,-1500,4000,58
2022.0,-1500,4250,5
2022.0,-1500,4500,4
2022.0,-1500,6250,25
2022.0,-1250,-3000,6
2022.0,-1250,-2750,16
2022.0,-1250,-2500,4
2022.0,-1250,-2250,22
2022.0,-1250,-1750,14
2022.0,-1250,-1250,10
2022.0,-1250,-1000,1
2022.0,-1250,-750,17
2022.0,-1250,-500,9
2022.0,-1250,-250,1
2022.0,-1250,500,21
2022.0,-1250,1500,1
2022.0,-1250,1750,2
2022.0,-1250,2000,2
2022.0,-1250,2250,5
2022.0,-1250,2500,1
2022.0,-1250,2750,13
2022.0,-1250,3250,2
2022.0,-1250,3500,13
2022.0,-1250,3750,18
2022.0,-1250,4000,6
2022.0,-1250,4250,63
2022.0,-1250,4750,26
2022.0,-1250,5000,1
2022.0,-1250,6000,1
2022.0,-1250,6250,36
2022.0,-1250,6500,4
2022.0,-1000,-3750,2
2022.0,-1000,-2500,47
2022.0,-1000,-2250,1
2022.0,-1000,-2000,14
2022.0,-1000,-1750,2
2022.0,-1000,-1500,2
2022.0,-1000,-1000,2
2022.0,-1000,-750,20
2022.0,-1000,-250,4
2022.0,-1000,0,3
2022.0,-1000,500,12
2022.0,-1000,1000,1
2022.0,-1000,1500,1
2022.0,-1000,1750,3
2022.0,-1000,2000,8
2022.0,-1000,2250,1
2022.0,-1000,2500,11
2022.0,-1000,2750,1
2022.0,-1000,3500,1
2022.0,-1000,3750,1
2022.0,-1000,4000,2
2022.0,-1000,4250,2
2022.0,-1000,4500,1
2022.0,-1000,5000,6
2022.0,-1000,5250,39
2022.0,-1000,5500,10
2022.0,-1000,5750,6
2022.0,-1000,6000,27
2022.0,-1000,6250,9
2022.0,-1000,6500,2
2022.0,-750,-3000,5
2022.0,-750,-2750,1
2022.0,-750,-2250,7
2022.0,-750,-2000,10
2022.0,-750,-1500,1
2022.0,-750,-1000,1
2022.0,-750,-500,1
2022.0,-750,250,2
2022.0,-750,500,13
2022.0,-750,750,1
2022.0,-750,1250,1
2022.0,-750,1500,4
2022.0,-750,1750,65
2022.0,-750,2000,4
2022.0,-750,2250,6
2022.0,-750,2500,8
2022.0,-750,4000,19
2022.0,-750,4250,9
2022.0,-750,5250,3
2022.0,-750,6000,18
2022.0,-750,6250,83
2022.0,-750,6500,13
2022.0,-500,-2750,1
2022.0,-500,-1750,4
2022.0,-500,-1500,9
2022.0,-500,-1250,12
2022.0,-500,-1000,6
2022.0,-500,-250,16
2022.0,-500,0,4
2022.0,-500,500,12
2022.0,-500,750,2
2022.0,-500,1000,3
2022.0,-500,1250,3
2022.0,-500,1750,10
2022.0,-500,2000,40
2022.0,-500,2250,31
2022.0,-500,2500,8
2022.0,-500,4000,9
2022.0,-500,4250,1
2022.0,-500,5250,1
2022.0,-500,6250,7
2022.0,-500,6500,23
2022.0,-500,6750,14
2022.0,-500,7000,21
2022.0,-250,-3250,1
2022.0,-250,-3000,44
2022.0,-250,-1250,1
2022.0,-250,-1000,7
2022.0,-250,-250,8
2022.0,-250,0,1
2022.0,-250,500,4
2022.0,-250,750,5
2022.0,-250,1000,7
2022.0,-250,1250,2
2022.0,-250,1500,2
2022.0,-250,1750,3
2022.0,-250,2000,46
2022.0,-250,2250,13
2022.0,-250,2500,24
2022.0,-250,2750,12
2022.0,-250,3000,8
2022.0,-250,3750,22
2022.0,-250,6000,7
2022.0,-250,6500,19
2022.0,-250,6750,2
2022.0,-250,7000,1
2022.0,0,-3250,18
2022.0,0,-3000,32
2022.0,0,-2750,2
2022.0,0,-1750,17
2022.0,0,-1500,27
2022.0,0,-1250,30
2022.0,0,-1000,29
2022.0,0,-500,4
2022.0,0,-250,6
2022.0,0,250,26
2022.0,0,500,28
2022.0,0,750,9
2022.0,0,1000,10
2022.0,0,1500,7
2022.0,0,1750,2
2022.0,0,2250,3
2022.0,0,2500,45
2022.0,0,3250,17
2022.0,0,4250,6
2022.0,0,5750,6
2022.0,0,6500,22
2022.0,0,6750,3
2022.0,0,7250,2
2022.0,250,-3000,18
2022.0,250,-2750,31
2022.0,250,-1250,16
2022.0,250,-1000,3
2022.0,250,-500,1
2022.0,250,-250,1
2022.0,250,250,1
2022.0,250,500,62
2022.0,250,750,2
2022.0,250,2500,8
2022.0,250,3250,6
2022.0,250,3500,5
2022.0,250,4500,1
2022.0,250,5000,4
2022.0,250,5250,4
2022.0,250,5500,3
2022.0,250,6000,2
2022.0,250,6250,1
2022.0,250,6750,7
2022.0,500,-3500,15
2022.0,500,-1250,24
2022.0,500,-1000,6
2022.0,500,-750,1
2022.0,500,750,15
2022.0,500,1750,35
2022.0,500,2000,12
2022.0,500,2750,1
2022.0,500,3000,1
2022.0,500,3500,2
2022.0,500,4000,2
2022.0,500,4500,1
2022.0,500,5000,9
2022.0,500,6000,1
2022.0,500,6750,29
2022.0,750,-4250,1
2022.0,750,-3750,13
2022.0,750,-1250,4
2022.0,750,-1000,48
2022.0,750,-750,2
2022.0,750,0,12
2022.0,750,500,1
2022.0,750,750,33
2022.0,750,1750,30
2022.0,750,2000,3
2022.0,750,3000,3
2022.0,750,3250,4
2022.0,750,3750,2
2022.0,750,4750,8
2022.0,750,5000,2
2022.0,1000,-4750,2
2022.0,1000,-4000,10
2022.0,1000,-3750,29
2022.0,1000,-3500,4
2022.0,1000,-1750,57
2022.0,1000,-1500,7
2022.0,1000,-1250,11
2022.0,1000,-1000,2
2022.0,1000,-750,10
2022.0,1000,-500,9
2022.0,1000,0,2
2022.0,1000,250,3
2022.0,1000,750,10
2022.0,1000,1750,2
2022.0,1000,2000,57
2022.0,1000,2500,2
2022.0,1000,2750,7
2022.0,1000,3000,25
2022.0,1000,3500,4
2022.0,1000,3750,2
2022.0,1000,5000,2
2022.0,1250,-1750,40
2022.0,1250,-1250,1
2022.0,1250,-1000,4
2022.0,1250,0,1
2022.0,1250,250,10
2022.0,1250,500,11
2022.0,1250,1500,1
2022.0,1250,1750,8
2022.0,1250,2000,23
2022.0,1250,2250,13
2022.0,1250,2500,2
2022.0,1250,3000,9
2022.0,1250,3500,1
2022.0,1250,3750,65
2022.0,1250,4000,4
2022.0,1250,6750,23
2022.0,1500,-4500,8
2022.0,1500,-2250,1
2022.0,1500,-2000,58
2022.0,1500,-1000,9
2022.0,1500,-750,61
2022.0,1500,250,3
2022.0,1500,500,9
2022.0,1500,750,4
2022.0,1500,1000,41
2022.0,1500,1500,18
2022.0,1500,1750,1
2022.0,1500,2000,1
2022.0,1500,2750,6
2022.0,1500,3000,7
2022.0,1500,3750,29
2022.0,1500,5250,9
2022.0,1500,6750,8
2022.0,1500,7000,2
2022.0,1750,-4750,1
2022.0,1750,-4500,8
2022.0,1750,-2000,33
2022.0,1750,-1000,29
2022.0,1750,-750,12
2022.0,1750,-250,7
2022.0,1750,0,10
2022.0,1750,250,29
2022.0,1750,750,1
2022.0,1750,1000,34
2022.0,1750,1250,15
2022.0,1750,1750,1
2022.0,1750,5250,1
2022.0,2000,-4500,1
2022.0,2000,-2250,16
2022.0,2000,-2000,30
2022.0,2000,-1750,8
2022.0,2000,-1000,15
2022.0,2000,0,11
2022.0,2000,250,8
2022.0,2000,750,40
2022.0,2000,1250,1
2022.0,2000,1750,2
2022.0,2000,2000,1
2022.0,2000,3000,12
2022.0,2000,4250,4
2022.0,2000,4500,20
2022.0,2250,-4750,12
2022.0,2250,-4250,5
2022.0,2250,-3250,9
2022.0,2250,-3000,33
2022.0,2250,-2750,8
2022.0,2250,-2000,40
2022.0,2250,-1250,1
2022.0,2250,-1000,11
2022.0,2250,0,17
2022.0,2250,500,2
2022.0,2250,750,58
2022.0,2250,1000,11
2022.0,2250,1250,28
2022.0,2250,1500,14
2022.0,2250,1750,9
2022.0,2250,2250,2
2022.0,2250,3250,6
2022.0,2250,3500,30
2022.0,2250,4750,2
2022.0,2250,5250,5
2022.0,2250,5750,1
2022.0,2500,-5750,1
2022.0,2500,-5250,27
2022.0,2500,-4250,25
2022.0,2500,-2750,6
2022.0,2500,-2250,36
2022.0,2500,-2000,31
2022.0,2500,-1500,13
2022.0,2500,-1250,1
2022.0,2500,500,13
2022.0,2500,750,45
2022.0,2500,1500,1
2022.0,2500,2500,9
2022.0,2500,2750,39
2022.0,2500,3000,5
2022.0,2500,3250,3
2022.0,2500,3500,5
2022.0,2500,4500,11
2022.0,2500,4750,1
2022.0,2500,5250,5
2022.0,2500,5500,2
2022.0,2750,-5500,8
2022.0,2750,-5000,10
2022.0,2750,-4250,1
2022.0,2750,-3250,7
2022.0,2750,-2500,45
2022.0,2750,-2250,10
2022.0,2750,-1500,1
2022.0,2750,-250,5
2022.0,2750,250,3
2022.0,2750,500,7
2022.0,2750,750,22
2022.0,2750,1000,1
2022.0,2750,2250,7
2022.0,2750,4500,1
2022.0,3000,-5750,23
2022.0,3000,-5500,4
2022.0,3000,-5250,5
2022.0,3000,-5000,4
2022.0,3000,-4750,11
2022.0,3000,-4000,5
2022.0,3000,-3750,4
2022.0,3000,-2500,2
2022.0,3000,-500,2
2022.0,3000,-250,1
2022.0,3000,0,17
2022.0,3000,750,3
2022.0,3000,1000,11
2022.0,3000,2000,16
2022.0,3000,2250,1
2022.0,3000,2500,13
2022.0,3000,4750,10
2022.0,3000,5000,11
2022.0,3250,-6750,13
2022.0,3250,-6250,1
2022.0,3250,-6000,3
2022.0,3250,-5750,83
2022.0,3250,-5500,1
2022.0,3250,-4500,9
2022.0,3250,-3750,7
2022.0,3250,-1750,22
2022.0,3250,-1500,3
2022.0,3250,-1250,12
2022.0,3250,-1000,1
2022.0,3250,-250,6
2022.0,3250,0,10
2022.0,3250,1000,6
2022.0,3250,1500,3
2022.0,3250,2000,1
2022.0,3250,2250,1
2022.0,3250,2500,9
2022.0,3250,5500,1
2022.0,3500,-6750,1
2022.0,3500,-6500,4
2022.0,3500,-6250,1
2022.0,3500,-6000,25
2022.0,3500,-5750,9
2022.0,3500,-5500,11
2022.0,3500,-5250,3
2022.0,3500,-4500,3
2022.0,3500,-2750,1
2022.0,3500,-1500,5
2022.0,3500,-1250,6
2022.0,3500,-1000,19
2022.0,3500,0,2
2022.0,3500,1000,2
2022.0,3500,1250,14
2022.0,3500,1500,10
2022.0,3500,1750,14
2022.0,3500,2250,1
2022.0,3500,2750,1
2022.0,3500,5500,14
2022.0,3500,6250,5
2022.0,3750,-6500,1
2022.0,3750,-6000,4
2022.0,3750,-5750,1
2022.0,3750,-5500,6
2022.0,3750,-4500,9
2022.0,3750,-1500,16
2022.0,3750,-1250,7
2022.0,3750,-1000,1
2022.0,3750,-250,1
2022.0,3750,0,3
2022.0,3750,750,3
2022.0,3750,1250,31
2022.0,3750,2000,7
2022.0,3750,6000,3
2022.0,4000,-6750,2
2022.0,4000,-5250,1
2022.0,4000,-1250,2
2022.0,4000,-750,2
2022.0,4000,-500,2
2022.0,4000,0,2
2022.0,4000,1500,3
2022.0,4000,3000,1
2022.0,4000,3250,8
2022.0,4250,-6250,3
2022.0,4250,-750,12
2022.0,4250,-250,3
2022.0,4250,0,1
2022.0,4250,3000,1
2022.0,4250,3250,1
2022.0,4500,-6500,3
2022.0,4500,-6250,49
2022.0,4500,-1250,1
2022.0,4500,-500,2
2022.0,4500,1250,2
2022.0,4500,2750,10
2022.0,4500,4750,6
2022.0,4750,-3500,7
2022.0,4750,-3250,4
2022.0,4750,1250,13
2022.0,4750,1500,19
2022.0,4750,2250,9
2022.0,4750,2500,3
2022.0,4750,4750,2
2022.0,5000,-7750,1
2022.0,5000,-6750,921
2022.0,5000,-5750,3
2022.0,5000,-5000,1
2022.0,5000,-4000,4
2022.0,5000,-3750,5
2022.0,5000,-3500,1
2022.0,5000,-1750,7
2022.0,5000,-1250,4
2022.0,5000,-750,2
2022.0,5000,750,7
2022.0,5000,1000,1
2022.0,5000,1500,1
2022.0,5000,2250,8
2022.0,5000,3250,2
2022.0,5250,-6000,1
2022.0,5250,-3750,25
2022.0,5250,-3500,22
2022.0,5250,-2000,1
2022.0,5250,-1250,1
2022.0,5250,750,2
2022.0,5500,-7250,34
2022.0,5500,-6500,3
2022.0,5500,-6250,2
2022.0,5500,-6000,2
2022.0,5500,-5750,3
2022.0,5500,-5500,34
2022.0,5500,-3750,3
2022.0,5500,-3500,37
2022.0,5500,-1500,1
2022.0,5500,-1250,1
2022.0,5500,1250,2
2022.0,5750,-6500,1
2022.0,5750,-6250,3
2022.0,5750,-5750,6
2022.0,5750,-5250,1
2022.0,5750,-4250,1
2022.0,5750,-4000,1
2022.0,5750,-2750,11
2022.0,5750,-2500,9
2022.0,5750,-2000,4
2022.0,6000,-7250,3
2022.0,6000,-6750,10
2022.0,6000,-6000,1
2022.0,6000,-5750,1
2022.0,6000,-5250,6
2022.0,6000,-4750,2
2022.0,6000,-4000,11
2022.0,6000,-3500,9
2022.0,6000,-2750,1
2022.0,6000,-2000,7
2022.0,6000,-1750,65
2022.0,6250,-5500,8
2022.0,6250,-5250,17
2022.0,6250,-5000,1
2022.0,6250,-3750,3
2022.0,6250,-2500,3
2022.0,6250,-2000,2
2022.0,6250,-1500,2
2022.0,6500,-7250,9
2022.0,6500,-6250,20
2022.0,6750,-7250,1
2022.0,6750,-6000,7
2022.0,7000,-7250,1
2022.0,7000,-1750,10
2022.0,7250,-7250,6
2022.0,7250,-6750,17
2022.0,7250,-2000,8
2022.0,7500,-1500,1
2022.0,8000,-7500,1
2022.0,8000,-7000,4
2022.0,8000,-2750,6
2022.0,8250,-7000,14
2022.0,8500,-6750,1
2025.0,-3500,500,4
2025.0,-3500,1000,1
2025.0,-3500,1250,4
2025.0,-3500,2000,1
2025.0,-3500,2500,1
2025.0,-3500,3750,3
2025.0,-3250,-250,3
2025.0,-3250,0,7
2025.0,-3250,250,9
2025.0,-3250,500,2
2025.0,-3250,750,2
2025.0,-3250,1250,11
2025.0,-3250,1500,8
2025.0,-3250,1750,2
2025.0,-3250,2000,9
2025.0,-3250,2250,4
2025.0,-3250,2750,3
2025.0,-3250,3250,1
2025.0,-3250,3500,4
2025.0,-3250,3750,7
2025.0,-3000,-750,20
2025.0,-3000,-500,7
2025.0,-3000,-250,89
2025.0,-3000,0,49
2025.0,-3000,250,69
2025.0,-3000,500,5
2025.0,-3000,750,1
2025.0,-3000,1000,8
2025.0,-3000,1250,2
2025.0,-3000,1750,3
2025.0,-3000,2000,1
2025.0,-3000,2250,1
2025.0,-3000,2750,3
2025.0,-3000,3250,3
2025.0,-3000,3500,2
2025.0,-3000,3750,3
2025.0,-2750,-1250,1
2025.0,-2750,-750,20
2025.0,-2750,-500,9
2025.0,-2750,-250,68
2025.0,-2750,0,131
2025.0,-2750,250,26
2025.0,-2750,500,7
2025.0,-2750,750,11
2025.0,-2750,1250,11
2025.0,-2750,1750,1
2025.0,-2750,2000,3
2025.0,-2750,2500,1
2025.0,-2750,3250,8
2025.0,-2750,3500,1
2025.0,-2500,-1750,1
2025.0,-2500,-1500,55
2025.0,-2500,-1250,1
2025.0,-2500,-1000,3
2025.0,-2500,-750,10
2025.0,-2500,-500,66
2025.0,-2500,-250,185
2025.0,-2500,0,179
2025.0,-2500,250,41
2025.0,-2500,500,3
2025.0,-2500,750,1
2025.0,-2500,1000,2
2025.0,-2500,1750,1
2025.0,-2500,2000,4
2025.0,-2500,2750,5
2025.0,-2500,3000,22
2025.0,-2500,3500,5
2025.0,-2500,3750,2
