"city","year","grid_id","grid_x","grid_y","retail_records","records_with_rateable_value","rateable_value_total","rateable_value_median"
"Birmingham",2016,"Birmingham_411750_293750",411750,293750,1,1,86500,86500
"Birmingham",2016,"Birmingham_411750_294750",411750,294750,1,1,120000,120000
"Birmingham",2016,"Birmingham_411750_295000",411750,295000,1,1,70000,70000
"Birmingham",2016,"Birmingham_411750_295250",411750,295250,16,12,293150,15625
"Birmingham",2016,"Birmingham_411750_295500",411750,295500,41,36,687850,14625
"Birmingham",2016,"Birmingham_411750_295750",411750,295750,28,23,1655750,38750
"Birmingham",2016,"Birmingham_411750_296000",411750,296000,76,66,5502651,55500
"Birmingham",2016,"Birmingham_411750_296250",411750,296250,2,2,9500,4750
"Birmingham",2016,"Birmingham_411750_297250",411750,297250,2,2,2e+05,1e+05
"Birmingham",2016,"Birmingham_411750_298250",411750,298250,1,1,18500,18500
"Birmingham",2016,"Birmingham_411750_298750",411750,298750,11,10,1760300,12125
"Birmingham",2016,"Birmingham_411750_299000",411750,299000,1,1,13500,13500
"Birmingham",2016,"Birmingham_412000_283000",412000,283000,56,51,2009250,26000
"Birmingham",2016,"Birmingham_412000_283250",412000,283250,3,3,20350,6800
"Birmingham",2016,"Birmingham_412000_284250",412000,284250,11,9,22400,1950
"Birmingham",2016,"Birmingham_412000_284500",412000,284500,3,2,7250,3625
"Birmingham",2016,"Birmingham_412000_284750",412000,284750,3,3,417000,56000
"Birmingham",2016,"Birmingham_412000_286750",412000,286750,5,5,28500,5100
"Birmingham",2016,"Birmingham_412000_287500",412000,287500,4,3,4955,1950
"Birmingham",2016,"Birmingham_412000_288000",412000,288000,3,3,40950,6700
"Birmingham",2016,"Birmingham_412000_288250",412000,288250,14,14,99775,5750
"Birmingham",2016,"Birmingham_412000_289500",412000,289500,1,1,6400,6400
"Birmingham",2016,"Birmingham_412000_290000",412000,290000,50,40,13339000,194500
"Birmingham",2016,"Birmingham_412000_290500",412000,290500,5,2,997500,498750
"Birmingham",2016,"Birmingham_412000_291000",412000,291000,29,27,149275,4650
"Birmingham",2016,"Birmingham_412000_291250",412000,291250,3,3,11575,4100
"Birmingham",2016,"Birmingham_412000_292250",412000,292250,1,0,NA,NA
"Birmingham",2016,"Birmingham_412000_294500",412000,294500,1,1,8000,8000
"Birmingham",2016,"Birmingham_412000_295500",412000,295500,10,9,146700,6900
"Birmingham",2016,"Birmingham_412000_295750",412000,295750,111,58,1370000,3225
"Birmingham",2016,"Birmingham_412000_296000",412000,296000,56,48,4076450,50250
"Birmingham",2016,"Birmingham_412000_296250",412000,296250,32,29,488825,10000
"Birmingham",2016,"Birmingham_412000_296500",412000,296500,6,6,59600,8450
"Birmingham",2016,"Birmingham_412000_297000",412000,297000,1,0,NA,NA
"Birmingham",2016,"Birmingham_412000_298500",412000,298500,1,1,10750,10750
"Birmingham",2016,"Birmingham_412000_298750",412000,298750,4,4,17200,3900
"Birmingham",2016,"Birmingham_412000_299250",412000,299250,4,4,13250,3225
"Birmingham",2016,"Birmingham_412250_282000",412250,282000,1,1,2100,2100
"Birmingham",2016,"Birmingham_412250_283000",412250,283000,64,57,1045250,14750
"Birmingham",2016,"Birmingham_412250_283500",412250,283500,10,9,69900,3700
"Birmingham",2016,"Birmingham_412250_283750",412250,283750,30,27,112950,3850
"Birmingham",2016,"Birmingham_412250_284000",412250,284000,14,9,31300,3550
"Birmingham",2016,"Birmingham_412250_284250",412250,284250,2,2,4475,2237.5
"Birmingham",2016,"Birmingham_412250_284500",412250,284500,3,2,24850,12425
"Birmingham",2016,"Birmingham_412250_284750",412250,284750,7,7,139750,5200
"Birmingham",2016,"Birmingham_412250_285250",412250,285250,7,6,28025,2950
"Birmingham",2016,"Birmingham_412250_285500",412250,285500,1,1,4050,4050
"Birmingham",2016,"Birmingham_412250_288250",412250,288250,97,70,2185775,9400
"Birmingham",2016,"Birmingham_412250_288500",412250,288500,2,1,1775,1775
"Birmingham",2016,"Birmingham_412250_289750",412250,289750,9,9,49650,4000
"Birmingham",2016,"Birmingham_412250_290000",412250,290000,7,3,676500,213000
"Birmingham",2016,"Birmingham_412250_290750",412250,290750,3,3,101250,32750
"Birmingham",2016,"Birmingham_412250_291000",412250,291000,19,14,64200,4250
"Birmingham",2016,"Birmingham_412250_294000",412250,294000,2,0,NA,NA
"Birmingham",2016,"Birmingham_412250_295250",412250,295250,3,3,8800,3500
"Birmingham",2016,"Birmingham_412250_296000",412250,296000,2,1,18500,18500
"Birmingham",2016,"Birmingham_412250_296250",412250,296250,4,4,23100,4150
"Birmingham",2016,"Birmingham_412250_298500",412250,298500,4,4,56850,8225
"Birmingham",2016,"Birmingham_412250_298750",412250,298750,2,2,7550,3775
"Birmingham",2016,"Birmingham_412500_282000",412500,282000,1,1,2050,2050
"Birmingham",2016,"Birmingham_412500_282750",412500,282750,7,4,272800,64500
"Birmingham",2016,"Birmingham_412500_283000",412500,283000,21,17,116125,7300
"Birmingham",2016,"Birmingham_412500_283500",412500,283500,1,0,NA,NA
"Birmingham",2016,"Birmingham_412500_283750",412500,283750,1,1,2025,2025
"Birmingham",2016,"Birmingham_412500_284500",412500,284500,14,9,48600,3650
"Birmingham",2016,"Birmingham_412500_284750",412500,284750,1,1,9300,9300
"Birmingham",2016,"Birmingham_412500_286500",412500,286500,13,10,40300,4000
"Birmingham",2016,"Birmingham_412500_286750",412500,286750,2,2,12300,6150
"Birmingham",2016,"Birmingham_412500_287500",412500,287500,1,1,5000,5000
"Birmingham",2016,"Birmingham_412500_288000",412500,288000,18,17,285425,4100
"Birmingham",2016,"Birmingham_412500_288250",412500,288250,6,6,38050,6400
"Birmingham",2016,"Birmingham_412500_290000",412500,290000,16,9,277100,15250
"Birmingham",2016,"Birmingham_412500_290750",412500,290750,8,8,129250,9225
"Birmingham",2016,"Birmingham_412500_291000",412500,291000,18,12,89700,4950
"Birmingham",2016,"Birmingham_412500_291750",412500,291750,3,3,10100,2325
"Birmingham",2016,"Birmingham_412500_292250",412500,292250,1,1,59000,59000
"Birmingham",2016,"Birmingham_412500_292500",412500,292500,2,1,2550,2550
"Birmingham",2016,"Birmingham_412500_293250",412500,293250,1,1,12250,12250
"Birmingham",2016,"Birmingham_412500_295500",412500,295500,1,1,4150,4150
"Birmingham",2016,"Birmingham_412500_295750",412500,295750,1,1,141000,141000
"Birmingham",2016,"Birmingham_412500_296000",412500,296000,3,3,20650,6600
"Birmingham",2016,"Birmingham_412500_296250",412500,296250,1,0,NA,NA
"Birmingham",2016,"Birmingham_412750_282500",412750,282500,2,1,30000,30000
"Birmingham",2016,"Birmingham_412750_282750",412750,282750,7,6,68825,10175
"Birmingham",2016,"Birmingham_412750_283000",412750,283000,1,1,3050,3050
"Birmingham",2016,"Birmingham_412750_283250",412750,283250,2,2,4975,2487.5
"Birmingham",2016,"Birmingham_412750_283750",412750,283750,1,1,930,930
"Birmingham",2016,"Birmingham_412750_284750",412750,284750,96,43,3507650,21000
"Birmingham",2016,"Birmingham_412750_285000",412750,285000,4,4,9925,2387.5
"Birmingham",2016,"Birmingham_412750_285250",412750,285250,7,7,55000,7400
"Birmingham",2016,"Birmingham_412750_285500",412750,285500,35,21,461250,10000
"Birmingham",2016,"Birmingham_412750_286000",412750,286000,5,4,7325,1550
"Birmingham",2016,"Birmingham_412750_286500",412750,286500,4,4,15325,3625
"Birmingham",2016,"Birmingham_412750_286750",412750,286750,11,10,26650,2625
"Birmingham",2016,"Birmingham_412750_287250",412750,287250,14,12,77850,5100
"Birmingham",2016,"Birmingham_412750_288500",412750,288500,1,1,1475,1475
"Birmingham",2016,"Birmingham_412750_291250",412750,291250,1,1,16250,16250
"Birmingham",2016,"Birmingham_412750_291750",412750,291750,12,11,84950,7200
"Birmingham",2016,"Birmingham_412750_295750",412750,295750,1,1,73000,73000
"Birmingham",2016,"Birmingham_413000_283000",413000,283000,2,2,16250,8125
"Birmingham",2016,"Birmingham_413000_283250",413000,283250,2,2,46950,23475
"Birmingham",2016,"Birmingham_413000_283500",413000,283500,2,2,15500,7750
"Birmingham",2016,"Birmingham_413000_283750",413000,283750,9,8,26175,3325
"Birmingham",2016,"Birmingham_413000_284000",413000,284000,3,2,99600,49800
"Birmingham",2016,"Birmingham_413000_284750",413000,284750,12,11,144100,6000
"Birmingham",2016,"Birmingham_413000_285000",413000,285000,4,3,13850,4350
"Birmingham",2016,"Birmingham_413000_285250",413000,285250,14,14,174700,10000
"Birmingham",2016,"Birmingham_413000_285500",413000,285500,49,41,432950,7400
"Birmingham",2016,"Birmingham_413000_286500",413000,286500,1,1,1025,1025
"Birmingham",2016,"Birmingham_413000_287000",413000,287000,12,12,71400,4525
"Birmingham",2016,"Birmingham_413000_287250",413000,287250,18,14,72925,3925
"Birmingham",2016,"Birmingham_413000_287500",413000,287500,21,21,1396050,54500
"Birmingham",2016,"Birmingham_413000_287750",413000,287750,7,7,39575,5700
"Birmingham",2016,"Birmingham_413000_289250",413000,289250,1,1,460,460
"Birmingham",2016,"Birmingham_413000_289500",413000,289500,5,3,11400,3000
"Birmingham",2016,"Birmingham_413000_289750",413000,289750,2,2,13900,6950
"Birmingham",2016,"Birmingham_413000_291000",413000,291000,6,5,12025,3050
"Birmingham",2016,"Birmingham_413000_291500",413000,291500,3,2,18350,9175
"Birmingham",2016,"Birmingham_413000_295750",413000,295750,5,5,48125,3900
"Birmingham",2016,"Birmingham_413000_296500",413000,296500,1,1,55000,55000
"Birmingham",2016,"Birmingham_413000_297500",413000,297500,1,1,25250,25250
"Birmingham",2016,"Birmingham_413000_298500",413000,298500,39,19,128050,6300
"Birmingham",2016,"Birmingham_413000_299000",413000,299000,1,1,61000,61000
"Birmingham",2016,"Birmingham_413250_284750",413250,284750,3,3,12285,5000
"Birmingham",2016,"Birmingham_413250_286000",413250,286000,1,1,1075,1075
"Birmingham",2016,"Birmingham_413250_287000",413250,287000,1,0,NA,NA
"Birmingham",2016,"Birmingham_413250_287500",413250,287500,2,2,9100,4550
"Birmingham",2016,"Birmingham_413250_287750",413250,287750,1,0,NA,NA
"Birmingham",2016,"Birmingham_413250_289000",413250,289000,8,8,173950,5100
"Birmingham",2016,"Birmingham_413250_289250",413250,289250,4,4,40200,6550
"Birmingham",2016,"Birmingham_413250_290000",413250,290000,2,1,3900,3900
"Birmingham",2016,"Birmingham_413250_291000",413250,291000,15,15,2130850,142000
"Birmingham",2016,"Birmingham_413250_291250",413250,291250,6,4,334400,76500
"Birmingham",2016,"Birmingham_413250_291500",413250,291500,11,10,60900,5450
"Birmingham",2016,"Birmingham_413250_291750",413250,291750,1,1,73500,73500
"Birmingham",2016,"Birmingham_413250_295750",413250,295750,11,8,87650,6700
"Birmingham",2016,"Birmingham_413250_297000",413250,297000,9,9,210200,10250
"Birmingham",2016,"Birmingham_413500_284250",413500,284250,3,3,68450,8400
"Birmingham",2016,"Birmingham_413500_284500",413500,284500,17,17,213900,8900
"Birmingham",2016,"Birmingham_413500_286750",413500,286750,1,1,79000,79000
"Birmingham",2016,"Birmingham_413500_288500",413500,288500,6,6,24000,2950
"Birmingham",2016,"Birmingham_413500_288750",413500,288750,4,3,17200,4350
"Birmingham",2016,"Birmingham_413500_289000",413500,289000,1,0,NA,NA
"Birmingham",2016,"Birmingham_413500_289250",413500,289250,7,5,22600,4150
"Birmingham",2016,"Birmingham_413500_290250",413500,290250,6,6,3330000,520000
"Birmingham",2016,"Birmingham_413500_291250",413500,291250,4,4,75050,8400
"Birmingham",2016,"Birmingham_413500_291750",413500,291750,6,4,11225,2537.5
"Birmingham",2016,"Birmingham_413500_292000",413500,292000,4,2,14200,7100
"Birmingham",2016,"Birmingham_413500_292250",413500,292250,8,7,60320,7700
"Birmingham",2016,"Birmingham_413500_292500",413500,292500,1,1,5900,5900
"Birmingham",2016,"Birmingham_413500_293500",413500,293500,32,31,504925,11250
"Birmingham",2016,"Birmingham_413500_295500",413500,295500,1,1,35500,35500
"Birmingham",2016,"Birmingham_413500_295750",413500,295750,3,3,12100,3950
"Birmingham",2016,"Birmingham_413500_297000",413500,297000,1,1,3250,3250
"Birmingham",2016,"Birmingham_413750_284250",413750,284250,2,1,26500,26500
"Birmingham",2016,"Birmingham_413750_285250",413750,285250,4,4,18675,4675
"Birmingham",2016,"Birmingham_413750_286250",413750,286250,1,1,6200,6200
"Birmingham",2016,"Birmingham_413750_287250",413750,287250,1,1,26500,26500
"Birmingham",2016,"Birmingham_413750_288500",413750,288500,1,1,70000,70000
"Birmingham",2016,"Birmingham_413750_291000",413750,291000,8,5,1798251,16500
"Birmingham",2016,"Birmingham_413750_291500",413750,291500,2,2,11420,5710
"Birmingham",2016,"Birmingham_413750_293250",413750,293250,1,1,392500,392500
"Birmingham",2016,"Birmingham_413750_293750",413750,293750,1,0,NA,NA
"Birmingham",2016,"Birmingham_413750_296500",413750,296500,2,2,7800,3900
"Birmingham",2016,"Birmingham_414000_284000",414000,284000,4,3,240500,18500
"Birmingham",2016,"Birmingham_414000_284500",414000,284500,4,4,16725,4300
"Birmingham",2016,"Birmingham_414000_284750",414000,284750,1,1,70000,70000
"Birmingham",2016,"Birmingham_414000_285250",414000,285250,4,4,14300,3400
"Birmingham",2016,"Birmingham_414000_285750",414000,285750,2,1,42500,42500
"Birmingham",2016,"Birmingham_414000_286000",414000,286000,1,1,5300,5300
"Birmingham",2016,"Birmingham_414000_286250",414000,286250,13,13,51700,4100
"Birmingham",2016,"Birmingham_414000_287500",414000,287500,19,17,72750,3750
"Birmingham",2016,"Birmingham_414000_287750",414000,287750,24,22,152900,6950
"Birmingham",2016,"Birmingham_414000_288000",414000,288000,6,6,37200,3475
"Birmingham",2016,"Birmingham_414000_290250",414000,290250,1,1,2175,2175
"Birmingham",2016,"Birmingham_414000_290500",414000,290500,1,1,4100,4100
"Birmingham",2016,"Birmingham_414000_291000",414000,291000,2,2,276000,138000
"Birmingham",2016,"Birmingham_414000_291750",414000,291750,2,1,7600,7600
"Birmingham",2016,"Birmingham_414000_293500",414000,293500,2,2,56250,28125
"Birmingham",2016,"Birmingham_414250_284000",414250,284000,20,14,437825,5550
"Birmingham",2016,"Birmingham_414250_284500",414250,284500,1,1,42000,42000
"Birmingham",2016,"Birmingham_414250_285500",414250,285500,13,11,48600,4150
"Birmingham",2016,"Birmingham_414250_286500",414250,286500,35,29,323975,3300
"Birmingham",2016,"Birmingham_414250_287000",414250,287000,3,3,16750,3450
"Birmingham",2016,"Birmingham_414250_287500",414250,287500,2,2,8450,4225
"Birmingham",2016,"Birmingham_414250_288250",414250,288250,2,2,38750,19375
"Birmingham",2016,"Birmingham_414250_288750",414250,288750,17,15,48075,2700
"Birmingham",2016,"Birmingham_414250_289000",414250,289000,1,1,18500,18500
"Birmingham",2016,"Birmingham_414250_290500",414250,290500,1,1,8100,8100
"Birmingham",2016,"Birmingham_414250_290750",414250,290750,5,4,16675,3100
"Birmingham",2016,"Birmingham_414250_291000",414250,291000,1,1,3100,3100
"Birmingham",2016,"Birmingham_414250_291500",414250,291500,1,1,7400,7400
"Birmingham",2016,"Birmingham_414250_292000",414250,292000,1,1,2025,2025
"Birmingham",2016,"Birmingham_414250_296000",414250,296000,15,12,60250,4075
"Birmingham",2016,"Birmingham_414500_283750",414500,283750,7,6,253000,26125
"Birmingham",2016,"Birmingham_414500_284750",414500,284750,1,0,NA,NA
"Birmingham",2016,"Birmingham_414500_285750",414500,285750,1,1,15000,15000
"Birmingham",2016,"Birmingham_414500_291500",414500,291500,2,2,16400,8200
"Birmingham",2016,"Birmingham_414500_292000",414500,292000,2,2,83250,41625
"Birmingham",2016,"Birmingham_414500_292250",414500,292250,12,8,50440,2487.5
"Birmingham",2016,"Birmingham_414500_292750",414500,292750,6,4,3065700,205350
"Birmingham",2016,"Birmingham_414500_295500",414500,295500,1,1,20750,20750
"Birmingham",2016,"Birmingham_414500_295750",414500,295750,2,2,36250,18125
"Birmingham",2016,"Birmingham_414750_283500",414750,283500,18,14,281500,7800
"Birmingham",2016,"Birmingham_414750_283750",414750,283750,39,38,861700,19250
"Birmingham",2016,"Birmingham_414750_284500",414750,284500,2,2,12700,6350
"Birmingham",2016,"Birmingham_414750_284750",414750,284750,6,2,38750,19375
"Birmingham",2016,"Birmingham_414750_285500",414750,285500,9,1,6400,6400
"Birmingham",2016,"Birmingham_414750_285750",414750,285750,1,1,47500,47500
"Birmingham",2016,"Birmingham_414750_286500",414750,286500,1,1,53500,53500
"Birmingham",2016,"Birmingham_414750_287250",414750,287250,5,3,36150,12250
"Birmingham",2016,"Birmingham_414750_288250",414750,288250,1,1,15500,15500
"Birmingham",2016,"Birmingham_414750_289000",414750,289000,1,0,NA,NA
"Birmingham",2016,"Birmingham_414750_291250",414750,291250,9,9,108200,8600
"Birmingham",2016,"Birmingham_415000_283500",415000,283500,19,6,1987250,21875
"Birmingham",2016,"Birmingham_415000_283750",415000,283750,48,44,528150,10625
"Birmingham",2016,"Birmingham_415000_284250",415000,284250,7,7,26375,4100
"Birmingham",2016,"Birmingham_415000_285000",415000,285000,20,18,102050,5700
"Birmingham",2016,"Birmingham_415000_286250",415000,286250,9,6,24770,4875
"Birmingham",2016,"Birmingham_415000_286750",415000,286750,2,1,5200,5200
"Birmingham",2016,"Birmingham_415000_287000",415000,287000,12,12,50750,3775
"Birmingham",2016,"Birmingham_415000_287250",415000,287250,25,24,149550,4750
"Birmingham",2016,"Birmingham_415000_288500",415000,288500,39,13,200650,10500
"Birmingham",2016,"Birmingham_415250_283500",415250,283500,8,7,57850,8000
"Birmingham",2016,"Birmingham_415250_284250",415250,284250,2,1,95000,95000
"Birmingham",2016,"Birmingham_415250_285000",415250,285000,29,27,197970,6500
"Birmingham",2016,"Birmingham_415250_285250",415250,285250,3,2,57250,28625
"Birmingham",2016,"Birmingham_415250_286250",415250,286250,3,2,46500,23250
"Birmingham",2016,"Birmingham_415250_286750",415250,286750,2,1,7900,7900
"Birmingham",2016,"Birmingham_415250_287000",415250,287000,1,1,7700,7700
"Birmingham",2016,"Birmingham_415250_288500",415250,288500,1,0,NA,NA
"Birmingham",2016,"Birmingham_415250_289250",415250,289250,2,2,19500,9750
"Birmingham",2016,"Birmingham_415250_291500",415250,291500,17,16,36725,2487.5
"Birmingham",2016,"Birmingham_415250_292250",415250,292250,1,1,20000,20000
"Birmingham",2016,"Birmingham_415500_283750",415500,283750,14,13,195500,5000
"Birmingham",2016,"Birmingham_415500_286750",415500,286750,4,3,279200,6400
"Birmingham",2016,"Birmingham_415500_287000",415500,287000,19,17,101000,4800
"Birmingham",2016,"Birmingham_415500_289000",415500,289000,1,1,15500,15500
"Birmingham",2016,"Birmingham_415500_289250",415500,289250,30,23,509500,14500
"Birmingham",2016,"Birmingham_415500_292250",415500,292250,1,1,6900,6900
"Birmingham",2016,"Birmingham_415750_284250",415750,284250,4,4,20900,4575
"Birmingham",2016,"Birmingham_415750_284500",415750,284500,1,1,4250,4250
"Birmingham",2016,"Birmingham_415750_285750",415750,285750,2,0,NA,NA
"Birmingham",2016,"Birmingham_415750_286750",415750,286750,1,1,7100,7100
"Birmingham",2016,"Birmingham_415750_292000",415750,292000,1,1,28000,28000
"Birmingham",2016,"Birmingham_415750_292250",415750,292250,1,1,2650,2650
"Birmingham",2016,"Birmingham_415750_292750",415750,292750,1,1,8300,8300
"Birmingham",2016,"Birmingham_416000_283750",416000,283750,3,2,39900,19950
"Birmingham",2016,"Birmingham_416000_286000",416000,286000,6,6,26275,3475
"Birmingham",2016,"Birmingham_416000_286500",416000,286500,1,1,1850,1850
"Birmingham",2016,"Birmingham_416000_287250",416000,287250,1,1,93500,93500
"Birmingham",2016,"Birmingham_416000_288750",416000,288750,5,5,19300,2125
"Birmingham",2016,"Birmingham_416000_289000",416000,289000,5,5,1008600,14500
"Birmingham",2016,"Birmingham_416000_292250",416000,292250,2,2,73250,36625
"Birmingham",2016,"Birmingham_416250_286000",416250,286000,10,9,31250,3400
"Birmingham",2016,"Birmingham_416250_286750",416250,286750,11,9,38550,3750
"Birmingham",2016,"Birmingham_416250_287000",416250,287000,1,0,NA,NA
"Birmingham",2016,"Birmingham_416250_287250",416250,287250,1,1,81500,81500
"Birmingham",2016,"Birmingham_416250_288000",416250,288000,1,1,760,760
"Birmingham",2016,"Birmingham_416500_286000",416500,286000,6,5,34525,3200
"Birmingham",2016,"Birmingham_416750_292500",416750,292500,1,0,NA,NA
"Birmingham",2016,"Birmingham_4e+05_276250",4e+05,276250,1,1,13250,13250
"Birmingham",2016,"Birmingham_4e+05_276750",4e+05,276750,8,8,27675,2925
"Birmingham",2016,"Birmingham_4e+05_277250",4e+05,277250,1,1,4100,4100
"Birmingham",2016,"Birmingham_4e+05_277500",4e+05,277500,9,7,78950,12750
"Birmingham",2016,"Birmingham_4e+05_278250",4e+05,278250,2,1,11000,11000
"Birmingham",2016,"Birmingham_4e+05_283000",4e+05,283000,1,1,8200,8200
"Birmingham",2016,"Birmingham_4e+05_284500",4e+05,284500,2,1,1525,1525
"Birmingham",2019,"Birmingham_398250_278250",398250,278250,3,3,24850,7500
"Birmingham",2019,"Birmingham_398750_277500",398750,277500,1,1,13500,13500
"Birmingham",2019,"Birmingham_398750_278000",398750,278000,1,0,NA,NA
"Birmingham",2019,"Birmingham_398750_278250",398750,278250,10,10,89300,5950
"Birmingham",2019,"Birmingham_399000_277250",399000,277250,1,1,129000,129000
"Birmingham",2019,"Birmingham_399000_282500",399000,282500,1,1,8000,8000
"Birmingham",2019,"Birmingham_399000_282750",399000,282750,1,1,3700,3700
"Birmingham",2019,"Birmingham_399000_283000",399000,283000,1,1,30000,30000
"Birmingham",2019,"Birmingham_399000_284750",399000,284750,2,2,14850,7425
"Birmingham",2019,"Birmingham_399250_276750",399250,276750,1,1,7500,7500
"Birmingham",2019,"Birmingham_399250_277250",399250,277250,4,4,31800,7950
"Birmingham",2019,"Birmingham_399250_277500",399250,277500,2,2,186500,93250
"Birmingham",2019,"Birmingham_399250_278750",399250,278750,1,1,10500,10500
"Birmingham",2019,"Birmingham_399250_281000",399250,281000,1,1,5400,5400
"Birmingham",2019,"Birmingham_399250_282000",399250,282000,6,6,29700,3775
"Birmingham",2019,"Birmingham_399250_282500",399250,282500,1,1,5200,5200
"Birmingham",2019,"Birmingham_399250_282750",399250,282750,9,9,56400,5400
"Birmingham",2019,"Birmingham_399250_283750",399250,283750,1,1,109000,109000
"Birmingham",2019,"Birmingham_399250_284750",399250,284750,10,10,71330,3200
"Birmingham",2019,"Birmingham_399500_277500",399500,277500,3,2,1931500,965750
"Birmingham",2019,"Birmingham_399500_277750",399500,277750,1,1,195000,195000
"Birmingham",2019,"Birmingham_399500_281500",399500,281500,23,22,117375,4225
"Birmingham",2019,"Birmingham_399500_281750",399500,281750,1,1,4350,4350
"Birmingham",2019,"Birmingham_399500_284750",399500,284750,3,3,19300,5100
"Birmingham",2019,"Birmingham_399750_276750",399750,276750,12,12,88750,4975
"Birmingham",2019,"Birmingham_399750_278250",399750,278250,1,1,8600,8600
"Birmingham",2019,"Birmingham_399750_278750",399750,278750,4,4,28450,5850
"Birmingham",2019,"Birmingham_399750_281250",399750,281250,1,1,9000,9000
"Birmingham",2019,"Birmingham_399750_281750",399750,281750,1,1,4700,4700
"Birmingham",2019,"Birmingham_399750_282000",399750,282000,2,2,5250,2625
"Birmingham",2019,"Birmingham_399750_284000",399750,284000,2,2,18950,9475
"Birmingham",2019,"Birmingham_399750_284250",399750,284250,3,3,19900,6600
"Birmingham",2019,"Birmingham_399750_284500",399750,284500,1,1,510000,510000
"Birmingham",2019,"Birmingham_400250_277500",400250,277500,19,19,269200,7000
"Birmingham",2019,"Birmingham_400250_278750",400250,278750,10,8,92100,5850
"Birmingham",2019,"Birmingham_400250_281750",400250,281750,5,5,47150,5600
"Birmingham",2019,"Birmingham_400250_282000",400250,282000,1,1,9000,9000
"Birmingham",2019,"Birmingham_400250_282750",400250,282750,1,1,5000,5000
"Birmingham",2019,"Birmingham_400250_283750",400250,283750,2,2,11650,5825
"Birmingham",2019,"Birmingham_400250_284500",400250,284500,6,6,30150,4325
"Birmingham",2019,"Birmingham_400250_284750",400250,284750,2,2,95000,47500
"Birmingham",2019,"Birmingham_400250_285000",400250,285000,1,1,227000,227000
"Birmingham",2019,"Birmingham_400500_276250",400500,276250,1,1,18250,18250
"Birmingham",2019,"Birmingham_400500_277000",400500,277000,1,1,4700,4700
"Birmingham",2019,"Birmingham_400500_277250",400500,277250,7,7,45400,6500
"Birmingham",2019,"Birmingham_400500_278500",400500,278500,3,3,13550,4850
"Birmingham",2019,"Birmingham_400500_279000",400500,279000,1,1,11250,11250
"Birmingham",2019,"Birmingham_400500_279250",400500,279250,2,2,9750,4875
"Birmingham",2019,"Birmingham_400500_282000",400500,282000,1,1,1875,1875
"Birmingham",2019,"Birmingham_400500_282250",400500,282250,2,2,12650,6325
"Birmingham",2019,"Birmingham_400500_282500",400500,282500,9,8,78850,6000
"Birmingham",2019,"Birmingham_400500_283750",400500,283750,3,3,17550,6100
"Birmingham",2019,"Birmingham_400500_284250",400500,284250,14,14,80875,5100
"Birmingham",2019,"Birmingham_400750_277250",400750,277250,3,3,16250,5200
"Birmingham",2019,"Birmingham_400750_277750",400750,277750,1,1,4050,4050
"Birmingham",2019,"Birmingham_400750_279250",400750,279250,1,1,5600,5600
"Birmingham",2019,"Birmingham_400750_282750",400750,282750,1,1,6200,6200
"Birmingham",2019,"Birmingham_400750_283750",400750,283750,9,9,78350,6900
"Birmingham",2019,"Birmingham_400750_284250",400750,284250,1,1,8600,8600
"Birmingham",2019,"Birmingham_400750_285000",400750,285000,26,26,529650,7300
"Birmingham",2019,"Birmingham_401000_277250",401000,277250,29,24,5480250,50875
"Birmingham",2019,"Birmingham_401000_277750",401000,277750,4,4,21800,4325
"Birmingham",2019,"Birmingham_401000_279750",401000,279750,10,9,58200,5100
"Birmingham",2019,"Birmingham_401000_280500",401000,280500,2,2,17450,8725
"Birmingham",2019,"Birmingham_401000_281250",401000,281250,10,8,39175,3775
"Birmingham",2019,"Birmingham_401000_285000",401000,285000,1,1,18000,18000
"Birmingham",2019,"Birmingham_401000_285250",401000,285250,1,1,49750,49750
"Birmingham",2019,"Birmingham_401250_277250",401250,277250,9,9,73800,6800
"Birmingham",2019,"Birmingham_401250_277500",401250,277500,6,5,57850,10000
"Birmingham",2019,"Birmingham_401250_277750",401250,277750,1,1,7300,7300
"Birmingham",2019,"Birmingham_401250_278250",401250,278250,17,16,156750,8000
"Birmingham",2019,"Birmingham_401250_279500",401250,279500,1,1,3200,3200
"Birmingham",2019,"Birmingham_401250_280750",401250,280750,1,1,18750,18750
"Birmingham",2019,"Birmingham_401250_282500",401250,282500,10,9,42575,3350
"Birmingham",2019,"Birmingham_401250_283750",401250,283750,7,7,40900,5300
"Birmingham",2019,"Birmingham_401250_284500",401250,284500,8,6,61750,5700
"Birmingham",2019,"Birmingham_401250_284750",401250,284750,3,3,36800,5500
"Birmingham",2019,"Birmingham_401500_276750",401500,276750,3,3,14050,4400
"Birmingham",2019,"Birmingham_401500_277000",401500,277000,3,3,22750,7700
"Birmingham",2019,"Birmingham_401500_277250",401500,277250,3,3,19450,7400
"Birmingham",2019,"Birmingham_401500_278500",401500,278500,31,31,191850,5800
"Birmingham",2019,"Birmingham_401500_278750",401500,278750,3,3,19350,5600
"Birmingham",2019,"Birmingham_401500_280000",401500,280000,2,2,6300,3150
"Birmingham",2019,"Birmingham_401500_282500",401500,282500,4,4,89510,2550
"Birmingham",2019,"Birmingham_401500_282750",401500,282750,1,1,1500000,1500000
"Birmingham",2019,"Birmingham_401500_284000",401500,284000,1,1,9900,9900
"Birmingham",2019,"Birmingham_401500_284750",401500,284750,1,1,66000,66000
"Birmingham",2019,"Birmingham_401750_277250",401750,277250,1,1,5900,5900
